,temp.min,temp.max,temp.mean,hum.min,hum.max,hum.mean,press.min,press.max,press.mean,sunshine,gust.min,gust.max,gust.mean,speed.min,speed.max,speed.mean
960,17.22053,29.990528,24.200945,42,82,60.0,1013.6,1015.6,1014.61255,905.5514,10.08,20.880001,15.48,2.6639999999999997,9.418661,6.5124373
961,19.480529999999998,32.12053,26.355946999999997,41,75,56.875,1013.7,1017.3,1015.51666,928.8833,1.4399998999999999,12.959999,7.0499997,0.37674650000000004,5.7384315,3.1941137000000004
968,15.130529000000001,22.760529000000002,18.883863,35,74,54.58333199999999,1010.0,1013.0,1011.51666,404.88507000000004,14.4,38.16,30.495,4.5833187,21.870773,14.791509
970,11.610529,20.750528,16.38428,42,80,61.29166800000001,1014.9,1017.8,1016.02496,817.4552,2.8799999,25.199999,14.205001000000001,1.5533656,11.775965,6.2421303
971,9.860529,24.520529,17.698446,34,81,57.66666800000001,1011.5,1018.9,1015.55835,471.59717,2.16,26.28,13.589998999999999,0.84243083,13.651537,6.576613
973,17.13053,27.260529,21.733444,44,88,66.958336,1015.9,1019.5,1017.8167,685.745,5.04,24.48,13.634998000000001,2.9424841,13.397034,6.880872200000001
974,16.070529999999998,31.170528000000004,23.918032,35,82,59.41666800000001,1014.7,1017.7,1016.37085,893.46454,1.8,21.96,10.829999,0.79920006,8.223953999999999,5.183303400000001
976,16.05053,30.180528999999996,23.401781,40,90,66.791664,1013.7,1018.7,1016.4873699999999,596.3311,1.8,21.24,12.27,2.3827540000000003,11.578444500000002,7.893776
977,18.930529,34.30053,27.235533,27,82,54.5,1014.3,1016.2,1015.1043,853.7115,2.16,17.64,9.089999,1.1913770000000001,8.855546,5.8522925
978,21.420528,35.77053,28.599695,28,81,54.0,1013.0,1016.3,1014.5999,879.56415,2.8799999,18.72,10.124999,0.84243083,7.8395867,4.8086343000000005
982,18.010529000000002,28.65053,23.295946,50,94,70.666664,1014.6,1016.8,1015.7373699999999,538.1746,2.8799999,17.28,8.775,2.1967907,11.7216,4.529510500000001
983,19.820529999999998,30.930528999999996,25.482613,42,87,64.375,1016.7,1018.6,1017.5541400000001,852.1510000000001,4.32,13.32,8.88,2.1477854,9.061517,4.849471
988,13.160529,21.330528,17.749279,50,92,69.208336,1011.8,1014.5,1013.3792,347.88300000000004,3.6,20.16,12.015,1.5069860000000002,11.892902000000001,7.1856656
989,11.500529,22.65053,17.692612,41,73,57.5,1013.2,1017.1,1014.7832599999999,795.86584,3.96,22.319998000000002,10.53,0.5956885000000001,8.411661,4.9024186
990,12.590529,21.500528,17.0197,51,82,67.291664,1017.4,1021.6,1019.18335,572.83154,1.8,13.32,8.400001,0.79920006,8.172013,4.288407299999999
991,12.920529,23.45053,18.047611,42,85,65.125,1021.6,1023.8,1022.58344,767.5869,5.04,15.84,9.615001,2.4560866000000003,9.320193,4.660700299999999
992,13.310529,24.80053,19.05428,44,85,64.333336,1020.7,1024.3,1022.7375,837.1669999999999,8.64,20.16,14.07,4.4337797,11.442802,7.5980473
993,12.850529,26.280528999999998,19.759695,38,81,60.83333199999999,1013.4,1021.3,1017.6667,836.7284,10.799999,21.599998,16.034998,5.7384315,11.636527000000001,8.562674000000001
996,11.100529,22.21053,17.204279,40,76,56.08333199999999,1013.6,1019.8,1018.26666,828.6269,3.96,35.28,21.164998999999998,1.5984001,13.596843,8.7678995
997,12.640528999999999,27.590528000000003,20.135942,37,81,55.70833199999999,1013.9,1020.2,1017.3374,815.05444,4.32,25.199999,12.990001,5.2878885,12.418355,9.067839
998,15.920529,30.360529,23.345953,32,73,52.041668,1011.4,1016.4,1013.84595,672.75964,7.2,33.48,19.14,1.3319999999999999,14.552366000000001,7.254455
999,21.080528,30.930528999999996,25.923029,35,65,46.0,1012.9,1019.5,1016.3084,778.0178,8.64,35.28,18.014997,0.2664,11.302394,4.9961343000000005
1000,18.160528,31.690528999999998,25.667612,44,97,66.791664,1017.5,1022.1,1019.7915,783.3486,1.8,14.4,8.129997999999999,0.7534930000000001,6.1272,3.3040532999999996
1001,22.160528,32.330529999999996,27.218446999999998,29,80,52.5,1016.6,1019.6,1018.1792,806.28723,3.2399998,14.4,7.889999400000001,0.5956885000000001,8.2066765,3.9117480000000002
1002,20.81053,32.35053,26.230112,30,65,46.166668,1011.8,1017.4,1015.0334,701.60876,2.16,34.2,13.245,0.0,11.566177,5.235396
1003,7.8605285,12.040529,9.861778,69,86,76.125,1026.5,1032.3,1029.3583,0.0,18.359999,53.28,37.080006,6.579594,28.476153999999998,19.09636
1004,6.3605285,11.590529,8.289696000000001,69,97,82.125,1028.9,1032.3,1030.6459,282.45,1.8,18.359999,7.694999,1.8837326,7.766828,5.0572968000000005
1005,3.7805285000000004,10.3005295,6.0605297,28,96,81.958336,1029.5,1032.7,1031.1752,402.1,1.8,12.959999,5.1899996,1.8837326,7.9831147,4.840855
1007,6.1105285,9.460529,7.398862400000001,77,96,89.166664,1031.6,1037.1,1034.4166,151.2766,1.08,16.919998,7.6650004,0.0,7.684150999999999,3.6424830000000004
1008,6.220528599999999,14.390529,9.333446499999999,63,82,75.666664,1029.6,1032.6,1030.979,480.43335,7.92,28.8,17.999998,1.5069860000000002,14.395464000000002,6.5449843
1009,5.480528400000001,12.520529,8.583446,55,87,75.125,1031.7,1035.8,1033.8875,520.05,4.32,15.84,11.264999000000001,3.9603205000000004,9.266738,6.896666000000001
1010,4.950528599999999,11.450529,7.702195599999999,63,78,68.0,1031.2,1034.6,1032.9166,518.93335,1.8,17.64,7.2899994999999995,3.0374274,6.1503214999999996,4.857144
1012,1.3305286,8.590529,4.251778599999999,29,93,72.0,1032.8,1040.0,1035.771,515.7259,5.7599998,30.599998,15.464997,4.802594,21.368534,10.195286999999999
1013,1.9605286,9.670529,5.535946,55,83,70.708336,1030.4,1033.4,1031.9459,387.9396,11.519999499999999,30.239997999999996,22.184995999999998,2.8692157000000003,11.964296000000001,7.404926
1014,2.4105287,10.960529,6.6384454,68,90,79.625,1024.8,1031.3,1028.5292,382.425,1.4399998999999999,28.44,14.145,1.1913770000000001,9.232211,5.914919
1015,2.7105286,8.760529,5.918863,66,90,76.416664,1022.0,1024.9,1023.5332599999999,279.10034,6.8399997,20.519999,12.974998,1.8837326,5.068606,3.6679623
1016,3.2405286,10.510529,5.9142779999999995,69,94,82.291664,1021.8,1024.5,1022.7209,503.0539,2.8799999,21.599998,9.675,4.3935814,9.697106,7.107564999999999
1017,3.9205287,10.730528999999999,7.199695599999999,72,86,79.375,1024.4,1026.8,1026.0875,34.675713,3.2399998,21.96,9.614999000000001,1.6848617,8.365129,5.972009
1019,8.360529,15.100529000000002,11.387196000000001,74,92,82.083336,1024.4,1028.5,1026.6752,463.69427,3.96,25.199999,13.89,3.700947,8.102238999999999,5.703526999999999
1020,8.010529,13.260529,9.951778,65,88,78.708336,1024.7,1026.4,1025.3375,194.07796000000002,3.2399998,21.599998,11.024999000000001,2.9424841,9.293503999999999,5.938602400000001
1021,6.6905284,13.130529000000001,9.490946000000001,69,83,74.291664,1022.5,1026.3,1024.125,503.4647,2.52,13.32,6.345,2.6237357000000006,8.360887,5.4790616
1022,5.100528700000001,12.450529,8.768863,65,87,73.166664,1021.1,1024.4,1022.58746,364.68585,2.8799999,15.84,7.845,1.5069860000000002,6.972354400000001,4.9436493
1024,5.490528599999999,12.290529,8.470528999999999,66,87,77.041664,1028.4,1032.3,1030.5958,475.96146,9.36,25.56,18.359999,1.6848617,7.5207877000000005,5.650047
1025,6.9005284,13.340529,9.600946,68,91,79.5,1028.9,1030.9,1029.9877,106.6,9.36,30.599998,18.959997,2.1312,8.935328,5.3444486
1026,5.5605288,14.000529,9.815946,51,93,75.791664,1025.9,1030.1,1027.8417,446.36594,4.32,30.960001000000002,17.699999,5.466071,13.947254999999998,8.328605
1027,6.8505287,12.410528999999999,9.616363,74,90,81.125,1029.1,1034.4,1032.4252,459.35394,3.6,24.84,15.840003,3.7296,8.11974,5.833111
1028,4.7805285,12.100529,8.255113,68,82,74.083336,1030.8,1034.8,1032.9708,502.78992,2.52,20.519999,9.194999000000001,3.7862556000000005,6.849122500000001,5.0837092
1029,4.5305285,11.680529,7.5176110000000005,60,82,68.875,1031.0,1033.3,1032.1667,388.26254,2.8799999,13.32,7.605,3.118132,6.849122500000001,5.2308582999999995
1030,1.1305287,11.150528999999999,5.8242793,35,82,60.83333199999999,1025.5,1032.2,1028.7124,499.67526,3.96,18.0,11.490001,4.369284599999999,13.226431,8.389292
1031,3.0705285,9.890528999999999,6.902612700000001,36,83,58.25,1025.9,1029.7,1027.7833,221.62305,2.52,14.759998999999999,8.115001,0.7534930000000001,7.1730394,3.772215
1032,2.6705287,10.090529,6.997196000000001,64,96,84.875,1024.0,1030.2,1026.9958,468.58334,2.52,19.08,12.509998,0.5956885000000001,13.939619,6.694077
1034,5.5805287,8.600529,6.882194999999999,75,97,84.875,1019.2,1029.6,1025.8375,249.76596,3.96,22.68,14.79,3.4631998999999998,14.661684,8.848144
1051,-4.8894715,1.8205286,-1.6853044999999998,50,84,69.708336,1014.2,1027.2,1020.1709,104.28085,10.440000999999999,29.88,21.734999,9.174375999999999,23.201284,12.867942
1054,-1.1094713,4.470528599999999,0.9438620000000001,57,96,79.5,1022.5,1027.9,1025.125,434.55,2.52,14.759998999999999,8.504999,0.0,8.014169,3.662756
1055,-1.8594713,5.850528700000001,1.6584453999999997,56,87,76.958336,1027.5,1030.0,1028.7583,465.43155,4.32,19.8,12.659999000000001,2.9784427000000004,10.248613,6.665478
1057,0.39052868,10.350529,5.1388620000000005,65,98,78.041664,1033.4,1038.1,1035.4083,160.21277,4.32,15.480000500000001,9.209999,1.3319999999999999,11.029089,5.4313226
1058,4.5905285000000005,12.210529,8.188862,40,72,59.16666800000001,1028.9,1033.5,1030.5292,556.8333,1.8,18.359999,4.7549996,2.4123544999999997,6.7394466,4.0496163
1059,6.0605288,12.720528999999999,9.038029,42,88,69.375,1027.9,1032.3,1030.05,557.1436,2.16,20.519999,13.815,0.9605189000000001,7.0331616,4.337604499999999
1060,5.8205285,14.000529,10.175946000000001,60,84,77.125,1021.9,1028.7,1025.9917,36.303191999999996,13.32,25.919998,20.94,0.5956885000000001,6.823169,4.7547717
1065,9.880529,13.440529000000002,11.579278,65,83,75.291664,1017.9,1029.2,1025.2709,386.3553,26.64,50.039997,36.959995,10.974256500000001,26.234652,18.625051000000003
1066,9.000529,13.650529,11.0001135,62,84,73.791664,1019.6,1028.2,1023.6084,175.4553,21.599998,44.639996000000004,32.445004,6.5795946,21.408352,13.739414000000002
1070,0.7005286999999999,15.200529000000001,6.6817784,41,97,77.291664,1009.1,1023.3,1016.99585,371.538,5.04,35.64,21.884995,3.6234317000000003,12.2919855,8.257615
1072,2.8305285,12.410528999999999,7.4534460000000005,56,80,67.583336,1001.5,1011.3,1006.0751300000001,345.31912,23.039998999999998,76.32,51.989994,6.0102577,35.499237,23.348429
1075,0.25052866,7.1105285,3.4805286,54,93,73.166664,1005.4,1008.3,1007.2001300000001,247.02126,3.6,37.44,21.929998,1.9210378000000001,21.477854,11.381578999999999
1080,0.7705287,7.740528599999999,3.6251116000000003,55,96,75.875,1021.6,1028.9,1027.0001,392.8979,10.799999,29.16,22.47,7.2713056,19.210376999999998,13.587128
1081,-1.3194714,6.0805287,2.178445,62,96,80.208336,1015.3,1026.5,1020.5708599999999,213.19151000000002,11.159999000000001,27.359999,19.44,4.336678,10.722392999999999,6.8349133
1082,0.79052866,10.570528999999999,4.747195,48,94,74.333336,1013.9,1018.3,1016.46246,283.06335,11.159999000000001,27.359999,17.744999,2.9784424,10.010403,6.587614
1086,8.710529,15.220529,11.568864,60,86,73.625,1013.0,1020.4,1016.10834,450.04605,24.48,45.36,33.465,4.212154,20.51453,12.407836999999999
1090,-0.35947132,7.7805285,3.1617787,49,100,73.0,1006.4,1016.3,1011.6709,441.42636,0.35999998,24.119999,14.490001000000001,0.37674650000000004,16.32882,8.784858
1091,0.93052864,11.080528999999999,4.6971955,54,90,73.166664,1001.2,1006.1,1003.42084,385.9829,9.72,19.08,14.265,1.7870656000000003,10.847421,7.255308599999999
1092,-0.22947133,9.450529,4.1971955,68,95,84.916664,1003.2,1008.2,1005.10406,40.851063,10.799999,28.08,18.944998000000002,4.552245,13.386435,8.002021000000001
1099,12.950529,24.430529,18.808863,50,98,73.333336,1016.5,1018.0,1017.3291,708.17865,1.4399998999999999,14.4,8.085,0.37674650000000004,5.1243067,2.4409487000000003
1103,11.900528999999999,23.670528,18.332193,47,88,66.75,1007.6,1014.2,1010.7249,611.1936,0.35999998,10.799999,5.85,1.4346079,5.750785400000001,3.518449
1113,9.430529,22.260529000000002,15.920944,52,97,73.25,1017.8,1023.5,1020.7209,421.46808,1.8,16.56,8.07,0.2664,10.248612,3.3492258
1115,13.720529,28.97053,22.088445999999998,54,96,75.5,1018.6,1022.3,1020.5666,942.0095,6.12,16.56,8.864999000000001,0.9605189000000001,10.794953,5.6189046
1116,18.40053,31.590528000000003,25.591776,49,88,69.166664,1015.2,1019.7,1017.3333,962.2833,1.8,21.24,9.600000999999999,0.5956885000000001,11.578444500000002,4.475262
1119,11.5505295,21.030529,16.195529999999998,51,92,71.541664,1016.2,1018.7,1017.5332599999999,477.6383,5.7599998,23.039998999999998,14.189998999999998,3.9603205000000004,12.300642999999999,8.085469
1120,10.580528999999999,22.090528,17.079695,47,82,65.958336,1017.8,1020.1,1019.23334,884.2164300000001,6.12,16.919998,12.404999,1.1302395,12.070594999999999,6.646062400000001
1121,13.030529,23.100529,18.610529,59,85,72.416664,1014.1,1019.7,1016.8833,428.79462,5.3999996,24.119999,11.835,0.79920006,10.109169,5.187682
1122,15.360529000000001,24.54053,20.381779,55,85,71.208336,1010.9,1015.0,1013.33746,680.7112400000001,7.559999499999999,26.28,16.47,0.2664,9.697107,3.6211574
1126,13.470529,20.680529,17.18303,48,78,65.166664,1018.2,1020.1,1019.6292,377.31915,3.2399998,27.72,12.915,0.5956885000000001,10.636002000000001,4.9871197
1127,12.810528999999999,24.690529,19.136362,53,88,69.0,1016.2,1020.0,1018.20416,913.1607,1.4399998999999999,14.759998999999999,8.099998,1.1302395,8.87156,3.9974697
1128,15.900529,25.20053,20.781363,47,94,68.75,1014.1,1017.0,1015.9666,894.23376,5.04,24.48,14.459999,1.0983953000000002,13.226432,6.858822
1129,15.590529,23.500528,19.559698,48,80,64.25,1016.7,1018.9,1017.8625,585.2562,9.36,20.16,13.559998,3.207881,12.566061999999999,6.745069
1130,13.830529,25.660528,20.090115,44,81,63.83333199999999,1016.4,1019.0,1017.92084,754.23645,0.71999997,11.879999,7.1699996,0.2664,7.197732000000001,3.6871059999999996
1131,15.980529,28.500528000000003,22.63636,46,89,64.375,1014.5,1017.2,1015.98334,736.76013,3.6,28.08,15.87,1.0656,14.493725,7.2148185
1132,17.320529999999998,27.360529,22.523027,47,81,64.875,1015.9,1019.0,1017.7832599999999,936.4839999999999,6.8399997,20.16,12.854999000000001,1.7870656000000003,9.092791,6.1961017
1133,16.610529,31.440528999999998,24.822197,41,90,64.041664,1009.3,1016.1,1012.2917,910.44965,3.6,20.519999,13.23,1.3319999999999999,10.109169,5.0469040000000005
1138,10.960529,19.190529,14.853028,49,85,67.333336,1022.6,1024.8,1023.7083,599.85095,7.92,19.44,13.949997,2.3976,13.893723499999998,7.3635144
1139,9.930529,23.06053,16.916777,43,88,64.25,1021.8,1025.6,1023.5999,811.6189999999999,4.32,21.24,12.855000500000001,1.7057923,7.766828,4.1380973
1140,13.690529000000002,27.260529,20.902197,44,74,59.375,1018.2,1022.5,1020.1541,935.48334,7.559999499999999,16.199999,10.695,3.0374272,7.766828,5.3915677
1141,17.65053,28.770528999999996,23.104279000000002,46,86,66.708336,1017.5,1019.7,1018.82495,928.81573,1.8,18.359999,7.83,0.37674650000000004,10.126704,4.1787047
1142,17.260529000000002,30.740528,24.501360000000002,39,84,62.125,1015.1,1019.4,1017.3166,931.6166400000001,8.28,24.48,13.635001,0.9605189000000001,11.532382,6.6429734
1143,18.46053,33.10053,26.228859999999997,37,83,60.20833199999999,1010.5,1016.0,1013.3667,909.05,3.96,19.08,11.280002,3.6234312000000006,8.867559,6.716599
1147,17.13053,24.55053,20.662195,60,90,76.041664,1014.6,1017.6,1016.75,618.01483,3.96,13.679998999999999,8.084999,1.7870656000000003,9.460013,4.8552837
1152,14.940529000000002,26.580528,21.510946,50,87,67.166664,1011.7,1015.9,1013.7834,838.0204,8.64,27.0,16.425001,0.84243083,12.035266,5.9564114
1153,17.88053,29.22053,23.90261,45,82,63.625,1009.5,1013.3,1011.5002,551.8978,2.8799999,28.08,13.245002,2.028842,8.528962,4.6985106
1157,16.63053,27.420528000000004,22.365945999999997,37,77,59.16666800000001,1012.2,1016.6,1014.0833,859.6752,10.08,25.199999,16.230001,1.3319999999999999,14.673779999999999,6.6760774000000005
1160,12.480528999999999,23.280529,17.713444,46,86,64.916664,1022.0,1026.4,1023.6209,804.10675,2.52,20.16,9.884998,0.37674650000000004,10.935387,5.142981
1161,13.500529,25.590528,19.793029999999998,49,84,65.458336,1022.8,1026.7,1025.0458,863.4855,2.52,15.119998999999998,8.250001,0.79920006,5.4919763,3.1998866
1162,16.47053,27.350528999999998,21.725111,47,75,60.75,1018.3,1023.2,1020.2417,664.0163,3.2399998,23.4,12.600000999999999,0.84243083,14.593760500000002,6.806927000000001
1164,12.340529,18.90053,15.542195000000001,43,78,61.70833199999999,1017.9,1021.4,1019.1584,568.49725,8.28,25.199999,13.935,3.5840454,9.120067,7.143194
1165,9.990528999999999,20.360529,15.255528,40,81,59.5,1021.4,1023.2,1022.3625,549.2113,2.52,19.8,9.689999,0.2664,8.014169,4.2946525
1167,15.320529,27.910528000000003,21.872612,42,86,62.91666800000001,1020.7,1023.7,1022.1543,851.5469,2.8799999,14.759998999999999,8.864998,0.0,6.828367999999999,3.6301394
1168,17.830528,29.46053,23.864695,43,87,64.041664,1018.2,1021.5,1019.90405,830.4635,1.8,13.32,6.8999996,0.37674650000000004,6.0102577,3.2052709999999998
1169,17.80053,28.520528999999996,23.471779,42,88,64.041664,1015.9,1019.5,1017.7708,847.184,1.4399998999999999,14.04,5.535,0.0,6.3546309999999995,2.4667413
1170,15.510529,28.360529,22.623032000000002,42,88,65.208336,1011.6,1016.7,1014.17505,824.9684,2.52,16.199999,8.595,0.5328,5.2878885,2.6423695
1171,17.30053,27.530528999999998,22.763025,42,88,63.91666800000001,1008.5,1012.2,1010.2459,292.21738,0.71999997,17.28,7.02,0.0,6.2134624,2.4431998999999998
1175,13.930529,21.45053,17.473028,40,87,62.08333199999999,1017.7,1023.9,1019.89166,630.078,12.24,29.88,21.314999,3.4115846,17.124360999999997,10.154606
1176,12.310528999999999,23.580528,18.114279999999997,40,72,56.66666800000001,1023.9,1027.2,1025.6625,837.9833,1.08,12.959999,5.4300003,0.37674650000000004,6.1503214999999996,2.8990052000000004
1177,12.510529,28.770528999999996,20.921362,42,81,61.83333199999999,1021.7,1027.1,1024.35,834.8,14.759998999999999,24.48,19.919995999999998,5.842608,14.181891,9.418085000000001
1178,15.750529,30.31053,22.893028,45,85,66.541664,1017.6,1022.3,1019.97925,831.55,14.04,25.919998,19.17,6.448861,10.196545,8.497114999999999
1179,15.920529,32.12053,24.122194,40,88,66.0,1013.8,1018.2,1016.05426,828.3167,2.52,31.68,10.754997999999999,0.9605189000000001,10.070483,5.5367455
1180,20.930529,33.260529999999996,26.969282,34,85,60.79166800000001,1014.8,1016.4,1015.3960000000001,825.0833,1.4399998999999999,12.599999,6.7200007,0.7534930000000001,5.7012089999999995,3.706585
1181,21.410528,32.85053,27.07678,36,76,58.375,1014.6,1016.5,1015.71655,821.8667,2.52,16.56,9.075001,2.7812977,8.787163,4.6880503
1182,22.270529,31.840528000000003,26.669693,30,71,51.333332,1014.4,1016.4,1015.3042,791.112,6.8399997,20.519999,13.335,2.1477854,13.855360000000001,6.322502
1184,12.560528999999999,27.05053,19.653862,40,92,66.625,1018.0,1020.9,1019.5041,700.99945,4.32,23.039998999999998,13.184998499999999,1.5984001,16.2853,7.026527000000001
1185,13.660529,28.06053,20.953863000000002,42,92,67.333336,1017.5,1019.7,1018.6833,788.09247,1.8,14.04,8.909999000000001,0.7534930000000001,6.7394466,3.4408906000000004
1186,1.5105287,7.6005287,4.0130286,38,77,59.58333199999999,1029.0,1038.1,1033.7999,524.49286,5.7599998,21.24,12.344998,0.5956885000000001,6.236264,3.4845288
1187,0.010528658,5.8905287,2.6971950000000002,43,92,68.458336,1024.5,1030.3,1027.5792,513.12054,2.16,18.0,7.9949994,0.0,5.1725525999999995,2.5620540000000003
1188,-0.63947135,7.3105288,1.8334453999999998,56,96,81.166664,1022.8,1028.6,1025.8248,325.41385,6.8399997,19.08,13.02,0.0,10.935387,4.758655999999999
1189,-0.35947132,6.3905287,1.7338619,60,82,74.625,1026.6,1030.9,1028.8707,508.14966,9.0,21.24,13.53,5.4919763,12.523634,9.094676
1190,-1.3994713,7.970528599999999,2.683445,65,92,77.708336,1028.0,1033.5,1031.1,521.8833599999999,2.52,17.28,8.175,4.7952,9.185972,7.215871300000001
1191,1.2605287,9.160528999999999,4.1476120000000005,60,88,78.083336,1031.4,1036.2,1033.8167,504.86404000000005,1.08,7.92,5.1749997,0.37674650000000004,5.394189,3.691037
1192,0.65052867,8.8005295,3.7838619,49,97,76.958336,1033.7,1039.0,1036.9875,365.4759,1.08,13.32,7.2000003,0.0,6.9264,3.1449416
1193,2.5505285,9.990528999999999,5.977612000000001,35,68,52.70833199999999,1034.7,1039.3,1037.0042,476.1991,1.4399998999999999,15.84,7.305,2.4560864,6.552573000000001,4.9447255
1194,5.3105288,9.410528999999999,6.9963630000000006,41,69,52.208332,1031.4,1036.7,1034.3418,145.41631999999998,1.4399998999999999,18.72,8.849999,2.5272923,5.644914599999999,4.3205743
1195,4.740528599999999,8.820528999999999,6.891779,54,71,60.625,1027.1,1031.4,1028.8958,483.9695,1.08,21.24,8.85,0.7534930000000001,5.594399500000001,3.6869774
1196,3.2805285000000004,7.9605284,4.6676116,54,91,70.208336,1024.9,1027.5,1025.9541,120.47285500000001,7.92,20.519999,15.929998999999999,2.1477854,9.112282,5.799047
1197,1.7705287,7.1805286,3.8055284,72,94,83.75,1026.8,1029.2,1027.7917,158.55495,3.6,19.8,10.304999,0.2664,8.27128,5.6794199999999995
1198,1.3505287,8.200529,4.2409453,65,86,78.166664,1026.6,1029.8,1027.9958,261.4356,1.4399998999999999,12.959999,4.905,2.9424841,7.947475999999999,4.603557
1199,3.1705287,8.520529,5.050112,53,82,70.958336,1024.5,1027.6,1026.4209,512.5834,4.68,18.0,11.099998,4.5288,7.36826,6.0239377
1200,1.6605287,8.450529,3.9688617999999996,51,83,66.166664,1024.6,1028.8,1026.7875,505.78986,4.32,18.359999,11.969997,4.552245,9.014403,5.9890513
1201,0.18052867,7.6005287,2.718445,61,94,77.708336,1026.0,1035.7,1029.4249,482.11832000000004,8.28,19.8,12.929999,4.4097047,15.986220999999999,10.205297
1202,-0.30947134,8.490528999999999,4.2026114,61,97,70.541664,1035.5,1041.1,1038.7417,179.66914,1.08,14.759998999999999,5.2049994,0.84243083,4.890454,3.3583089999999998
1203,1.6405287,5.920528400000001,3.8267790999999995,67,89,77.875,1034.0,1041.8,1038.5792,199.61523,1.8,14.759998999999999,7.185,0.37674650000000004,7.093447,3.5110528
1204,-0.6694713000000001,6.8005285,2.3280284,57,95,81.958336,1024.5,1033.4,1028.4916,271.30142,3.96,25.199999,12.644999499999999,1.5069860000000002,12.886714,4.7542542999999995
1205,-2.4294715,6.3205285,1.2821951999999999,63,95,80.625,1024.0,1028.5,1026.4083,449.56805,1.8,25.919998,10.469998,0.2664,8.855547,3.6146615
1206,1.2105286,6.200528599999999,3.5176117,61,85,74.125,1028.4,1036.3,1032.1791,500.97655999999995,1.08,7.92,4.0199995,0.37674650000000004,5.600739,2.553975
1207,2.0005286,8.490528999999999,5.353445,64,81,74.458336,1032.7,1037.0,1034.9791,454.01828,1.4399998999999999,16.56,7.934999,1.8648,6.5308766,3.99036
1209,4.8605285,11.080528999999999,7.5042796,69,89,80.833336,1032.5,1037.5,1035.8999,0.0,15.480000500000001,34.2,23.295004000000002,0.37674650000000004,19.828466,8.148817999999999
1210,6.0805287,10.780529,7.860529,55,88,72.083336,1032.8,1038.7,1036.4792,85.71416500000001,15.119998999999998,28.44,24.105001,3.8142676,15.184799,10.040367
1212,-0.069471344,5.8005285,3.2392787999999997,72,98,83.083336,1040.5,1049.0,1045.825,462.19858,2.52,15.84,8.6849985,0.2664,5.4919763,2.9421169999999996
1213,-0.46947134,6.3105288,2.0592785,70,93,82.666664,1043.6,1049.9,1047.0958,512.23334,6.12,20.880001,14.43,0.5956885000000001,5.4919763,2.887728
1214,-0.65947133,4.0605288,1.245112,73,92,81.75,1038.6,1045.4,1042.4042,492.7876,3.96,21.599998,15.584999,2.4123544999999997,9.0576,5.267414
1215,-1.4194714,5.1105285,1.5192786,72,93,83.083336,1039.2,1045.0,1042.2125,513.55,0.71999997,16.199999,4.41,1.7870656000000003,8.05392,4.6755123
1216,1.8005286,5.010528599999999,3.0071955000000004,51,80,65.375,1033.0,1041.1,1037.7709,514.0833,2.16,8.28,4.2149997,2.7812977,6.0865254,4.062025
1217,1.6505287,5.6105285,3.5134451,54,75,62.66666800000001,1022.4,1032.4,1026.6459,514.98334,0.35999998,17.64,9.48,0.2664,6.8075494999999995,4.279574
1219,-2.5494714,2.9605286,0.19927861,65,94,80.375,1029.0,1033.7,1031.1208,487.6039,2.16,24.119999,7.619999000000001,0.7534930000000001,8.795236000000001,3.241805
1221,-4.4394712,1.6105287,-0.25197133,67,86,77.833336,1023.3,1038.2,1030.1708,286.6135,10.799999,40.32,26.25,2.3827540000000003,19.666746,11.740472
1222,-4.959471,-1.5894713,-3.1298877999999997,48,82,66.541664,1038.3,1041.8,1039.8834,520.76666,2.52,23.759998,15.255001000000002,1.9394212,15.533656,8.602642
1223,-6.279471400000001,0.7505286999999999,-2.8848884,42,81,57.66666800000001,1034.2,1040.0,1036.9917,74.8851,3.96,26.28,17.595,1.0656,14.407782999999998,9.815866
1225,-1.7294713,2.6005285,0.14427866,66,91,81.666664,1023.4,1033.1,1029.2,494.80273,2.52,20.880001,8.73,0.9605189000000001,7.907189999999999,3.9920378
1232,-4.1194714999999995,1.9405286,-1.3069714,60,90,79.083336,1024.3,1029.8,1025.9917,231.83954,1.4399998999999999,25.56,12.989998,0.9605189000000001,17.397778,6.9202075
1233,-4.709471,0.35052866,-2.2907214,54,78,67.0,1029.9,1034.3,1032.1957,527.3174,10.08,47.16,29.474997,2.7167575,25.272920000000003,14.616523
1234,-3.4594715,0.5105286,-1.9128044999999998,59,71,66.333336,1031.5,1035.0,1033.3834,542.23334,27.359999,45.719997,37.815,9.531016000000001,23.083218,17.491625
1235,-4.4694715,1.3705287,-2.0053046,64,86,73.458336,1032.2,1036.8,1034.254,540.6429400000001,14.04,28.8,20.94,3.4632,10.0281105,5.621567199999999
1236,-3.9894714,1.3905287,-2.0853045,69,88,80.333336,1032.0,1034.6,1033.4209,543.586,3.2399998,18.359999,11.28,0.5328,14.201894,5.214828
1237,-3.8794714999999997,2.4305286,-1.0548882,71,87,79.0,1028.7,1033.5,1031.325,548.8833599999999,5.7599998,19.44,10.230000500000001,3.8142676,12.748291,7.7884660000000006
1238,-2.3794715,2.2005286,-0.39072135,73,86,78.708336,1025.5,1029.8,1027.5333,530.3041,2.16,18.72,11.355,1.7057923,5.694980999999999,3.8998988
1239,-2.7894714,1.0805286,-1.2948879,68,91,82.333336,1025.3,1028.4,1026.9791,443.2692,1.4399998999999999,18.0,6.3300004,0.7534930000000001,9.236053,4.0803704
