,temp.min,temp.max,temp.mean,hum.min,hum.max,hum.mean,press.min,press.max,press.mean,precipipitation,sunshine,gust.min,gust.max,gust.mean,speed.min,speed.max,speed.mean
771,15.340529,21.490528,18.552195,57,89,71.291664,1011.4,1014.3,1012.6958599999999,0.8000001,94.468094,10.799999,24.84,19.034998,4.1698194,13.893723499999998,8.815069
772,15.400529,21.670528,18.746363,58,87,71.333336,1011.5,1018.7,1014.52496,2.8000002,667.7394,9.0,23.4,14.429997,2.6639999999999997,11.191971,6.715219500000001
778,17.430529,28.440528999999998,22.957613000000002,38,82,63.25,1009.3,1011.6,1010.54175,4.8,35.106384000000006,4.68,33.12,16.499998,1.9210378000000001,19.449023999999998,8.239087
779,16.840528,22.63053,18.98428,51,83,71.083336,1009.2,1014.4,1011.5292400000001,1.1,201.81755,11.159999000000001,32.039997,22.949997,3.2189232999999997,18.613716,12.686131
780,16.690529,22.080528,19.37678,79,93,84.208336,1012.6,1014.5,1013.51245,12.1,52.978719999999996,13.32,29.16,22.409998,2.742756,17.101551,12.938371
784,18.31053,21.670528,19.526360999999998,62,78,68.333336,1012.7,1015.7,1013.96655,0.6,30.302837,2.8799999,17.64,10.919999,0.5328,12.438341000000001,6.193404699999999
785,15.710529000000001,26.22053,21.158443,46,80,63.08333199999999,1014.7,1016.0,1015.3457599999999,0.3,458.69464000000005,4.32,19.44,10.394999499999999,2.1967907,6.443357,4.5324864
786,14.510529,23.530529,19.67178,57,85,71.541664,1009.9,1015.2,1012.1082,10.7,227.97503999999998,2.52,30.599998,10.830001,0.37674650000000004,18.931276,6.9743443
787,13.930529,19.87053,16.77303,64,86,76.875,1008.0,1012.6,1009.91235,7.2999997,5.1063824,9.0,28.08,17.085001000000002,4.161301,13.752537,9.504291
788,15.900529,21.000528,18.189695,75,92,86.041664,1007.5,1014.0,1010.0957599999999,9.500001,0.0,11.879999,25.919998,20.115,4.976763,16.415516,10.014439999999999
791,18.54053,25.20053,21.838865,49,78,64.541664,1007.1,1010.6,1008.5081,0.8,321.44293,2.16,30.960001000000002,13.02,2.0806506000000002,11.904831,5.2661667
792,17.480529999999998,22.81053,20.208864000000002,55,90,72.208336,1010.8,1014.8,1012.2876,0.8,264.29077,3.2399998,15.119998999999998,8.489999000000001,0.0,7.835058999999999,3.4229107000000005
793,16.65053,23.690529,20.288027,53,83,66.5,1015.0,1018.6,1016.58765,0.2,523.3872,3.6,20.16,12.014999000000001,0.79920006,10.685928,4.7979097
796,16.63053,23.80053,20.085531,54,81,67.875,1014.8,1016.9,1015.7834,0.4,437.32623,1.8,18.359999,9.6,1.3319999999999999,7.9831147,4.3798423
798,17.750528,25.190529,21.997194,50,78,64.0,1009.6,1015.1,1013.2167400000001,1.1,334.27634,12.24,36.0,20.7,2.2916594,15.315104500000002,6.734754
799,19.070529999999998,32.310528000000005,24.648447,30,85,62.58333199999999,1006.8,1013.9,1010.3542,8.700001,432.06384,12.959999,37.079997999999996,25.650002,1.5984001,16.848616,9.436015
800,19.090528,23.64053,21.201363,35,83,63.25,1011.2,1016.2,1014.34155,2.9,190.125,15.480000500000001,34.56,24.089998,6.415762,16.518946,10.30907
802,14.510529,19.06053,16.573446,58,89,72.75,1005.3,1013.1,1008.63745,9.2,0.0,2.52,49.68,23.58,1.6848617,30.500181,12.490788
803,12.390528999999999,18.39053,15.541363,56,77,67.291664,1013.6,1015.8,1014.40405,1.2000002,361.82184,11.519999499999999,29.88,18.449999,2.8318708,14.058753,7.879465
804,12.790529,18.21053,15.290111999999999,54,81,66.666664,1013.9,1018.6,1015.29156,4.7999997,132.76596,12.599999,32.760002,22.199999,2.5132127,17.367155,9.785574
808,13.840529,21.22053,17.252613,48,83,63.25,1011.9,1014.8,1013.29584,1.1,220.85106000000002,1.8,25.56,12.029999,1.5984001,12.265977000000001,5.9052672
809,11.940529,19.160528,16.26511,47,73,58.70833199999999,1015.1,1016.9,1015.96655,0.6,85.47305,3.2399998,19.44,13.32,0.5956885000000001,7.463956,3.0423927
812,12.690529,19.160528,15.980110999999999,51,83,65.208336,1015.3,1018.9,1016.1792,0.4,183.98582,11.879999,27.72,20.16,2.8692157000000003,15.719857000000001,9.282666
814,12.710529,19.660528,15.805945000000001,49,89,66.916664,1011.0,1019.4,1016.6042,0.3,37.74752,1.4399998999999999,30.599998,11.069999000000001,0.5328,10.615965,4.4891768
815,15.040529000000001,20.480529999999998,18.490948,46,86,74.625,1007.0,1011.0,1008.72925,4.1,78.31915,10.08,48.96,31.665,3.9603205000000004,19.987104000000002,11.323542999999999
816,14.480529,19.910528,17.63511,67,87,76.666664,1011.0,1016.8,1014.2043,0.4,495.0213,1.8,26.64,18.21,1.5533656,15.187135999999999,8.261135000000001
818,16.780529,22.420528,19.329697,64,89,75.875,1016.7,1019.7,1017.5667,2.5000002,81.82819,4.32,21.96,11.879997999999999,1.1913770000000001,8.903501,4.416213
820,14.370529000000001,18.410528,17.084695999999997,66,88,75.583336,1015.0,1017.3,1016.0752,3.0,81.702126,11.519999499999999,29.88,17.985,3.9603205000000004,16.27658,7.744210000000001
821,0.5105286,5.6205287,2.7071955,77,94,87.541664,1002.4,1006.6,1004.3083,5.2,107.872345,3.96,21.24,11.774999000000001,3.207881,13.607277999999999,8.736877
826,2.8505285,5.4305286,4.025945,72,95,88.041664,1020.2,1023.3,1021.7459,1.1,0.0,7.92,22.319998000000002,13.860001,3.9960000000000004,10.951599,7.2640667
828,2.7505286,5.440528400000001,4.1026110000000005,67,88,81.625,1019.4,1023.4,1021.6458,0.8,0.0,7.2,23.759998,15.659999,3.207881,11.703422999999999,7.6650233
830,-0.069471344,6.440528400000001,3.0026113999999997,61,92,82.791664,1022.4,1032.0,1027.275,1.1,17.266314,4.68,28.08,14.760001,1.9394212,12.035266,6.214188
834,9.230528999999999,11.810528999999999,10.302611,68,90,79.708336,1014.4,1018.5,1016.34155,0.8000001,71.10638399999999,5.7599998,28.8,19.125002,2.1477854,9.369556,4.926130000000001
835,6.5305285,11.940529,9.269279,75,93,82.541664,1015.5,1018.8,1016.9540400000001,0.4,101.56010400000001,4.68,25.919998,17.264997,1.0656,12.300642999999999,6.0228157
836,4.420528400000001,9.100529,6.2946954,76,90,83.583336,1013.6,1017.4,1015.4041,0.5,0.0,7.92,17.64,13.979999,1.7870656000000003,11.794030000000001,6.5389934
837,4.0505285,8.410528999999999,6.191778,69,94,84.083336,1011.5,1018.1,1014.9875,9.3,0.0,7.92,35.28,20.115,3.7105224000000003,14.159354,7.973598
838,7.010528599999999,12.400528999999999,10.008447,80,92,84.791664,1014.5,1021.4,1017.8333,12.599999,0.0,13.32,34.92,25.335,3.4115846,17.037107000000002,9.833199
839,9.640528999999999,13.650529,11.577611,63,84,73.875,1020.1,1022.7,1021.62085,0.2,0.0,31.319998,55.079997999999996,39.315,13.118679,27.640203000000003,18.686157
840,4.8905287,10.860529,6.6630287,67,87,79.125,1022.9,1031.5,1028.65,0.1,95.83369,16.56,44.639996000000004,29.039998999999998,8.009739999999999,26.234652,15.09332
845,3.5305285000000004,8.680529,6.5826125,64,89,75.791664,1021.6,1028.9,1025.3458,0.3,85.7344,19.8,33.12,26.835,8.7912,15.773939000000002,12.827557
846,-0.46947134,4.230528400000001,1.9688622,71,93,84.75,1026.5,1031.1,1029.3624,0.1,260.58972,8.64,23.4,18.15,5.068606,14.474128,10.102076
853,-0.51947135,6.790528999999999,2.5559452,64,89,78.041664,1034.3,1037.4,1035.5294,2.6,19.276947,1.08,34.2,18.48,2.5132127,11.389961999999999,5.9989230000000004
854,0.31052867,10.510529,5.011778400000001,82,97,89.541664,1019.8,1038.3,1029.4501,3.6000001000000004,37.02128,5.7599998,77.03999,33.704997999999996,2.028842,36.47735,14.429139000000001
855,2.1405284,10.340529,4.181779,70,91,80.541664,1022.5,1040.2,1034.0624,1.6,355.91983,2.16,55.44,16.349998,2.1477854,27.706878999999997,8.293808
859,2.1405284,10.520529,6.772611599999999,62,88,75.625,1031.3,1034.6,1033.2208,0.2,178.60419,16.199999,53.28,30.149994,5.651197,25.047268,12.96048
860,6.420528400000001,12.120529,8.943444,47,90,75.5,1027.3,1038.8,1033.9166,0.8000001,34.468082,25.919998,66.24,41.489998,9.266738,32.209072,19.020243
862,3.8805285000000005,11.530529,5.5330276,69,86,75.916664,1019.0,1030.7,1025.7125,0.90000004,280.07077000000004,28.8,49.32,40.274998,11.775965,27.256247,20.396524
865,5.4605284,10.660528999999999,8.093862,59,88,71.25,1015.0,1021.6,1017.8457599999999,1.7,227.23404,23.039998999999998,56.519997,40.844997,5.8668512999999995,26.452862,16.854109
867,5.3205285,12.610529,8.355112,44,96,69.25,1004.4,1008.4,1006.55,11.2,0.0,6.8399997,42.12,29.745,4.5833187,15.266371,9.395059
868,0.26052865,5.920528400000001,4.105944999999999,77,89,84.208336,1008.6,1020.3,1014.42084,1.9000001,58.478016000000004,8.28,26.64,19.59,2.028842,17.274964999999998,9.273666
870,-1.1194713,5.5505285,2.3771951000000002,69,94,81.625,1009.6,1013.8,1011.54156,3.0,0.0,2.52,24.48,11.189999,0.5328,11.380612,6.943703999999999
896,6.0205283,10.290529,7.9713616,64,81,70.625,1007.7,1014.4,1010.6916,0.4,14.680848999999998,7.2,36.0,21.824999,3.0139720000000003,13.250554999999999,7.688696
897,4.400528400000001,10.130529,6.960111599999999,58,92,78.041664,1007.4,1014.4,1009.5459,1.6,10.851063,5.3999996,18.359999,10.500001,2.2916594,8.262694999999999,4.8219905
903,3.3305285000000002,5.8305287,4.5596952,55,89,73.916664,1001.0,1008.3,1003.4084,3.3000002,0.0,10.799999,55.44,32.670002000000004,2.5132127,22.91195,13.468410999999998
905,0.7705287,10.870529,4.8538613,71,93,80.25,999.0,1010.3,1004.2207599999999,2.1000001,113.61703,9.72,38.16,23.819998000000002,3.2189232999999997,19.403357999999997,9.599523
906,3.9005284,7.5305285,5.3534445999999996,58,84,75.666664,1003.2,1016.9,1008.7292,0.1,204.89362,17.64,30.960001000000002,23.849998,8.03186,15.4512005,11.726780999999999
909,3.9505286,6.350528700000001,4.741779,57,90,80.958336,1008.5,1022.4,1014.06256,12.2,0.0,11.159999000000001,32.039997,23.145001999999998,5.2878885,19.556372,12.678102
911,15.140529,19.79053,17.742615,62,88,73.375,1015.9,1017.8,1017.0041,1.5000001,211.20851000000002,5.3999996,26.28,17.819998000000002,0.84243083,11.712514,6.752231599999999
912,13.580529,25.46053,19.507611999999998,44,95,69.791664,1016.6,1019.3,1017.73755,0.1,805.0843,12.24,31.68,22.11,0.2664,12.523633,7.344024
917,15.440529000000002,25.21053,20.684278,61,93,75.125,1022.9,1025.7,1024.529,1.0,415.9383,4.68,16.919998,10.32,1.1302395,11.928654,5.8960595
918,14.020529000000002,21.100529,16.855529999999998,69,93,83.041664,1020.3,1023.7,1021.9789999999999,0.1,266.80852999999996,3.6,23.4,13.829998999999999,1.1913770000000001,17.462920999999998,10.303228
922,15.540529000000001,28.37053,21.276360999999998,45,85,69.25,1009.3,1013.2,1011.196,2.2,671.1851,7.2,30.599998,14.07,3.207881,23.999668,9.037251
923,16.330528,24.64053,20.508446,54,90,71.708336,1010.4,1012.8,1011.8625,0.6,779.87225,6.4799995,21.599998,11.625,1.0656,7.078424000000001,3.8188665
924,17.360529,23.830528,20.342197,57,92,74.916664,1008.3,1011.3,1009.9207,5.4999995,145.5319,2.8799999,12.599999,6.405,0.2664,8.726379,3.6864917
925,15.520529000000002,19.15053,17.207611,78,97,89.041664,1011.9,1017.0,1014.32916,11.4,1.9148933999999997,1.08,12.599999,6.315,0.2664,9.605188,3.6968632000000006
926,13.210529000000001,20.010529000000002,16.347611999999998,69,97,85.0,1017.3,1019.8,1018.12494,3.8000002,91.81134,5.3999996,24.119999,14.219998,2.0806506000000002,13.845113000000001,7.704447
928,12.130529,20.39053,16.967610999999998,62,90,73.916664,1017.3,1022.5,1019.6208,1.6999999,131.58885,7.92,31.319998,19.919995999999998,1.7057923,18.475948000000002,10.840674
929,11.530529,19.62053,15.939278,50,93,68.25,1017.5,1020.8,1018.6582599999999,0.2,365.7617,11.879999,29.16,18.869997,7.4592,14.1066265,10.332744
930,12.640528999999999,16.110529,14.590945999999999,63,87,72.291664,1018.4,1021.5,1019.8,3.4,320.93723,6.8399997,29.16,16.215002,2.6639999999999997,17.785067,7.747723
931,9.840529,20.770529,15.247195999999999,60,89,75.291664,1016.9,1022.0,1019.4043,1.0000001,145.8048,3.96,24.119999,14.834999,0.79920006,13.3625555,7.580459599999999
933,11.440529,18.110529,14.926362,49,92,67.125,1007.4,1019.6,1014.44165,0.9,752.3166,11.519999499999999,41.039997,24.39,3.118132,15.679173,12.097524
946,20.580528,29.180528999999996,25.0747,44,84,63.0,1016.7,1022.1,1019.6208,0.1,617.05743,6.8399997,24.119999,15.659999,2.5272923,13.893723499999998,8.599625999999999
947,19.330528,35.12053,27.901781,37,90,60.875,1008.4,1017.7,1012.4375,0.9,818.7163,3.6,35.28,19.199999,0.79920006,13.064469,6.352576
958,22.500528,28.230529999999998,25.684694,45,77,54.83333199999999,1015.0,1018.8,1016.6626,0.70000005,488.5374,8.28,26.28,16.499998,2.1312,13.906488000000001,8.566977
959,19.260529000000002,31.030528999999998,24.745941000000002,41,88,64.666664,1011.6,1016.1,1013.2207599999999,1.2,551.8263,8.64,38.519997,22.485,0.5328,21.10621,10.486602
962,21.980529999999998,33.62053,27.152191,33,84,60.58333199999999,1012.8,1017.2,1014.1416,5.2,429.80105999999995,0.71999997,25.199999,8.04,0.2664,12.947149000000001,4.6938615
963,18.660528,23.770529,21.309282,60,91,75.208336,1013.8,1018.2,1016.10004,1.3000001,180.0,6.4799995,24.48,13.38,1.8837326,15.109836999999999,8.388179
964,17.63053,30.06053,24.150945999999998,41,88,63.54166800000001,1005.3,1014.5,1010.28754,0.5,637.6595,1.8,26.28,10.754997999999999,0.5328,14.3856,3.9980050000000005
965,16.38053,22.47053,20.337612,43,84,60.41666800000001,1006.6,1018.2,1011.7082,3.7,804.91095,11.519999499999999,47.88,32.925,3.3379824,28.506044,15.875748999999999
966,12.420529,20.65053,16.604698000000003,42,84,62.125,1010.5,1018.9,1014.7083,3.7,280.0046,6.4799995,25.56,13.649998000000002,1.4346079,10.467858999999999,6.264508999999999
967,15.260529,23.270529,19.212614000000002,43,85,61.5,1007.0,1010.0,1008.9458599999999,0.8,693.79846,20.519999,41.760002,34.154995,3.3379824,22.966091,16.143278
969,15.120529000000001,19.030529,17.024696,55,84,68.291664,1009.6,1014.8,1011.76666,2.8,238.06737,8.64,25.919998,18.644997,0.5956885000000001,13.061753,7.5177307
972,14.700529000000001,24.410528,19.528028,46,85,67.0,1012.8,1017.6,1014.76227,4.1,158.29787,3.6,23.4,10.905,1.7057923,10.609278,4.2777543
975,17.500528,25.760529000000002,21.911362,49,85,70.291664,1013.9,1018.6,1015.97095,0.6,376.59252999999995,6.12,28.8,16.500002,0.5956885000000001,17.186413,7.329796000000001
979,23.360529,32.510529999999996,27.776777000000003,39,78,47.666668,1014.3,1018.5,1016.0417,4.5,723.6563,8.64,25.199999,17.01,2.1477854,21.311999999999998,9.366242
980,19.490528,26.570529999999998,21.616362,59,96,85.666664,1015.3,1018.1,1016.9875,8.1,0.0,11.519999499999999,22.319998000000002,16.665,3.3697233,17.0496,9.857606
981,18.46053,25.29053,21.785111999999998,63,92,78.708336,1014.6,1017.4,1015.52094,1.7,387.4355,4.68,12.599999,9.150001,0.5328,10.778504,5.524108999999999
984,19.250528,32.14053,25.000113,40,79,63.5,1010.3,1017.6,1014.12915,3.6000001000000004,302.22836,5.04,48.96,14.189998999999998,1.0983953000000002,22.164095,6.0958824
985,18.010529000000002,26.06053,21.402193,52,91,73.916664,1009.0,1014.5,1011.0625,2.1999998,260.60742,2.16,20.16,10.86,0.37674650000000004,12.300642999999999,5.409927
986,16.04053,19.430529,17.548447,67,87,78.75,1010.4,1014.0,1011.57916,3.7,0.0,6.8399997,24.84,15.749997,0.79920006,15.003784,8.153165
987,14.100529000000002,18.65053,15.990112,71,94,83.541664,1013.1,1015.3,1013.7749,3.6,160.21277,3.96,16.919998,11.954998,1.4346079,9.824346,6.7504077
994,14.240529,25.410528,18.473864000000003,49,92,74.708336,1007.6,1013.8,1010.0208,13.899999,180.709,4.68,32.039997,14.565,2.3827540000000003,12.988194,8.4287815
995,15.710529000000001,21.37053,17.56636,55,94,79.666664,1005.7,1012.7,1007.99994,20.6,69.6344,11.519999499999999,40.68,27.119996999999998,2.6639999999999997,15.823351999999998,11.000256
1006,4.5705285,8.900528999999999,6.571362,31,94,63.41666800000001,1030.4,1036.9,1033.171,0.1,2.1270921,4.32,23.759998,13.709999,1.1913770000000001,6.972354400000001,4.9419827000000005
1011,5.250528299999999,9.240528999999999,7.6330295,68,94,85.291664,1032.7,1040.5,1036.7916,4.2999997,274.20035,5.04,19.08,13.005,2.7812977,10.870295,6.3238970000000005
1018,7.9805284,15.560529,11.650528999999999,66,89,80.208336,1026.3,1028.5,1027.6084,5.2,75.58525,8.64,29.88,22.275002,3.1968002,15.416712,8.367736
1023,6.7105284,13.180529,10.210113,61,87,73.875,1024.2,1031.8,1027.2626,0.2,222.48334,5.04,38.519997,26.234995,3.9603205000000004,14.368323,8.081486
1033,1.5605286,11.290529,6.9396960000000005,69,96,83.541664,1023.3,1026.8,1024.8126,0.4,0.0,3.2399998,22.68,13.86,0.9605189000000001,15.184799,6.2530694
1035,3.8405285000000005,8.150528999999999,5.760528599999999,75,94,86.708336,1013.6,1018.2,1015.2583,8.1,0.0,11.519999499999999,26.28,19.095001,4.720619999999999,16.632407999999998,10.788353
1036,4.220528599999999,9.710529,6.6984449999999995,56,84,71.875,998.9,1014.4,1009.4917,0.3,110.89929,13.679998999999999,34.92,24.659998,4.144211299999999,14.346079000000001,10.986155499999999
1037,4.400528400000001,8.430529,6.632194500000001,67,84,76.5,993.7,997.8,995.54156,2.8999999,243.82979,24.119999,47.88,34.814995,9.53846,22.205682999999997,16.863905
1038,2.8805285,8.750529,5.824278,65,95,78.333336,994.4,999.6,996.86676,5.3999996,264.07394,8.64,33.839996,24.495,5.117376999999999,18.056341,10.589253
1039,2.3505285,8.890528999999999,5.610945,61,87,77.416664,999.3,1003.6,1000.6542400000001,0.8,209.44858,14.04,27.0,20.669998,3.700947,13.478893,8.767041
1040,1.9605286,9.890528999999999,5.2951120000000005,74,90,83.875,994.0,1005.6,1001.44165,7.6,0.0,11.159999000000001,50.76,29.264996999999997,5.2878885,25.686543,13.036828
1041,4.100528700000001,10.990528999999999,6.9488616,57,93,82.416664,1003.8,1010.6,1007.32916,2.3,40.851063,2.52,34.2,22.56,1.5069860000000002,17.681013,10.14461
1042,6.8505287,12.180529,8.532612,74,97,88.541664,1001.7,1006.7,1003.7915,9.5,0.0,7.2,25.199999,14.895,1.0656,11.15386,4.9931220000000005
1043,5.920528400000001,9.870529,8.159279,61,93,77.0,995.3,1001.5,999.1751,0.8,45.766666,15.119998999999998,55.079997999999996,33.659996,4.8247089999999995,24.883812,13.174407
1044,4.990528599999999,9.480528999999999,7.028028,65,95,80.291664,991.7,999.3,994.45416,12.799999,136.81915,8.28,53.28,33.615,2.9304,26.070477,15.587420999999999
1045,4.0605288,7.4305286,5.5963616,71,82,76.375,995.9,1008.7,1001.4917,1.0,438.1431,38.519997,65.520004,48.99001,18.04061,35.665775,25.71216
1053,0.68052864,3.9505286,2.6509454,74,96,85.833336,1015.4,1022.8,1018.37494,0.1,261.51062,2.8799999,16.56,10.575,0.37674650000000004,11.967262,5.17699
1056,2.7105286,9.160528999999999,6.5113626,74,96,84.75,1028.6,1037.9,1033.8585,4.0,416.45282000000003,2.52,33.48,17.369997,3.767465,15.726628,9.458032000000001
1061,9.080528999999999,13.230529,10.941363,54,97,76.125,1021.5,1027.9,1025.4833,2.7,0.0,1.8,35.28,23.519997,0.9605189000000001,16.953592,7.196134599999999
1062,6.9805284,10.430529,8.390112,76,97,85.625,1028.3,1033.9,1031.5042,1.2,425.44882,9.0,23.4,17.565,3.767465,11.712514,6.4828529999999995
1063,4.400528400000001,12.260529,8.050944,52,84,71.25,1016.5,1031.0,1024.1124,1.2,79.78723000000001,18.359999,60.47999599999999,36.51,2.7167575,30.008748999999998,13.706160999999998
1064,5.8205285,12.3005295,9.165946,72,90,82.0,1014.1,1019.3,1017.1831699999999,9.600000999999999,5.3501763,23.4,59.76,37.605,4.066419000000001,27.167576,16.748816
1067,2.8505285,10.580528999999999,5.514278400000001,66,85,78.375,1020.1,1027.0,1022.68756,3.5000002,94.26666,18.72,41.760002,30.794996,6.791894,23.156889000000003,15.058553
1068,2.6005285,6.5205283,4.3038620000000005,63,89,81.833336,1024.7,1031.8,1028.1249,0.5,0.0,27.359999,64.439995,40.53,13.852799,34.703648,21.197798000000002
1069,5.0305285,12.530529,8.550529,62,91,82.25,1023.2,1028.3,1026.4083,0.1,367.58227999999997,4.68,39.239998,17.49,0.79920006,21.052343,8.721917
1071,0.92052865,7.2705283,4.3713617,76,96,85.166664,1000.8,1011.3,1006.1834,5.7,0.0,4.68,31.68,20.504997,2.6372256000000003,19.981775,9.748606
1073,4.1405287,11.720528999999999,8.824696000000001,57,83,68.583336,988.4,1007.4,998.1958599999999,2.8,7.021275999999999,27.0,76.32,57.09,9.426194,41.682026,26.200388
1074,1.0805286,6.200528599999999,3.1601117000000003,60,87,75.291664,994.4,1005.7,999.6541,0.2,70.21276999999999,45.719997,65.88,54.405,20.218338,39.29197,29.195397999999997
1077,2.4705286,9.820528999999999,6.271778599999999,60,91,77.375,986.4,996.2,992.17084,1.8000001,112.51241999999999,18.0,63.0,37.514996000000004,2.0806506000000002,32.446163,16.557596
1078,5.040529,8.400528999999999,6.1846957,72,89,78.25,987.8,997.4,991.125,3.1,8.297872,12.24,53.639996,27.960005,5.9865956,30.142075,13.203479999999999
1079,1.9805287,5.1805286,3.6301117,67,95,81.041664,997.6,1020.9,1008.7168,4.4,247.13952999999998,11.519999499999999,31.319998,19.755,4.743117,16.300545,11.812775
1083,2.6505284,6.260528599999999,4.510528599999999,57,93,77.25,1016.2,1027.9,1022.1751,3.3000002,400.80286,4.68,27.0,18.164998999999998,0.84243083,17.967685999999997,9.678429
1084,1.4505286,9.870529,5.4171949999999995,63,76,71.5,1021.8,1028.0,1024.8542,0.1,0.0,20.519999,56.88,40.635,8.2066765,29.323368,18.586628
1085,10.090529,14.550529500000001,11.820113000000001,66,78,72.625,1019.8,1023.7,1022.5667,0.4,239.18617000000003,25.56,56.519997,41.594997,5.0052012999999995,28.239655,19.472698
1087,3.2905285,11.160528999999999,7.9738603,67,90,80.458336,1012.3,1020.1,1014.6958,6.0,4.9,8.28,43.56,31.904999,3.1968002,23.396229,13.914692
1088,-0.50947136,8.740528999999999,3.7996953,53,95,79.208336,1012.4,1021.7,1017.8167,1.9000001,338.7282,4.32,23.4,12.075,3.8142671999999997,11.051587,6.9817203999999995
1094,12.060528999999999,19.910528,16.149279,59,89,72.833336,1011.3,1013.3,1012.36255,0.4,410.42557,1.08,24.48,7.184999499999999,0.37674650000000004,9.304952,3.673853
1095,13.120529000000001,20.020529,15.608444,58,93,79.416664,1007.6,1011.7,1009.2207599999999,12.800001,81.70213000000001,8.28,30.599998,20.040003,2.1967907,16.197907999999998,8.663062
1096,12.760529,16.64053,14.909278,78,95,87.541664,1008.8,1010.9,1009.7249,3.5000002,0.0,2.16,12.959999,8.325001,2.8815567000000004,8.891537,5.2903585
1097,12.790529,19.780529,16.108862,63,92,80.5,1010.3,1013.3,1011.19995,0.5,186.38298,8.28,16.919998,13.064999,3.9960000000000004,11.91377,7.4330792
1098,13.310529,19.250528,16.453032,70,98,82.625,1013.4,1017.6,1014.95416,3.6,364.2447,1.4399998999999999,10.440000999999999,5.9249997,0.5956885000000001,5.9150395,3.3419
1100,15.630529000000001,23.90053,19.648449,59,80,70.833336,1017.9,1020.8,1019.4418300000001,0.70000005,567.6704,1.4399998999999999,16.919998,6.555,0.37674650000000004,8.262694999999999,3.8262403
1101,14.110529000000001,19.670528,17.165947,70,93,81.041664,1017.4,1021.1,1018.85004,3.2,87.98723000000001,7.559999499999999,19.8,14.774999,4.369284599999999,11.501571,8.044375
1102,13.470529,20.930529,17.487614,52,96,75.0,1014.1,1018.3,1015.8833599999999,1.3,628.6932400000001,6.12,15.84,11.91,2.1967907,10.362241000000001,5.4827657
1104,15.220529,19.660528,17.853863,61,92,72.833336,1007.6,1010.4,1008.8333,3.3999998999999996,214.46808,5.7599998,27.72,18.585,2.5272923,13.415560999999999,8.188334
1105,14.000529,17.22053,15.96553,70,89,79.416664,1008.1,1011.0,1009.7791,6.4999995,67.65958,11.879999,24.119999,20.475,4.336678,15.508507999999999,10.129531
1106,13.200529000000001,17.04053,14.990110999999999,69,94,85.416664,1003.1,1009.4,1005.04565,9.500001,0.0,8.28,29.519999,18.69,2.6639999999999997,18.056341,8.1961975
1107,12.280529,17.45053,14.955947,64,94,78.708336,999.7,1003.3,1001.6917,1.7,70.85106,9.0,42.839996,20.849998,2.0806506000000002,25.244825,10.276631
1108,8.730528999999999,18.13053,14.045947,58,81,71.458336,999.9,1003.3,1001.68353,0.8,165.31915,5.04,25.56,17.355,0.5328,9.605188,5.551369
1109,11.630529,17.29053,14.769279500000001,71,97,84.458336,997.3,1003.2,1000.7666,13.599998999999999,0.0,5.7599998,36.0,17.099998,1.0656,17.785067,7.6125717
1110,11.500529,18.88053,15.455112,53,95,72.166664,1003.5,1013.8,1008.5083599999999,6.7,446.8617,8.64,31.319998,21.195,0.37674650000000004,18.091677,8.587278999999999
1111,12.140528999999999,16.770529,14.860945999999998,69,88,75.5,1014.4,1020.5,1016.68756,0.6,126.69645,3.2399998,21.599998,13.605000500000001,0.5328,11.191971,5.766414599999999
1112,11.980528999999999,16.40053,14.025948000000001,70,89,81.208336,1020.3,1023.4,1021.6416,1.7000002,477.68512000000004,12.599999,19.8,15.074998,5.466071,14.058753,9.828311
1114,13.160529,19.79053,17.145529,61,95,82.333336,1018.8,1022.1,1020.2041,5.7000003,31.971629999999998,4.32,25.199999,14.294998999999999,0.5956885000000001,9.824346,4.7547026
1117,21.730529999999998,30.96053,26.11553,45,89,65.125,1013.3,1016.3,1014.9126,0.4,788.9765,5.7599998,23.759998,11.205001,0.9605189000000001,16.687786,6.533820599999999
1118,15.200529000000001,23.740528,20.274696,66,94,81.375,1011.0,1017.3,1013.5417,1.0,129.57448,1.8,36.36,16.574999,0.37674650000000004,20.806504999999998,8.759139
1123,17.62053,21.340528,19.851778,69,84,75.458336,1011.3,1015.5,1013.2792400000001,1.5000001,432.68582000000004,2.52,20.519999,11.61,0.84243083,5.485512,3.524975
1124,16.770529,25.56053,21.09178,53,83,67.541664,1013.1,1016.0,1014.95844,0.2,648.44073,3.96,20.16,12.764999000000001,0.7534930000000001,5.7631135,3.1910162
1125,15.710529000000001,20.55053,19.008448,64,85,73.75,1012.9,1019.8,1015.4167,2.4,126.89113,6.4799995,34.92,20.759998,1.3583788,17.367155,8.802543
1134,19.13053,28.06053,23.715944,58,97,75.916664,1009.0,1012.8,1010.86255,7.099999400000001,236.6661,2.8799999,28.44,16.185,1.3583788,9.649417999999999,4.9171575999999995
1135,15.990529,20.440529,18.794695,79,95,88.666664,1009.7,1014.1,1012.0916,14.800001000000002,63.364540000000005,2.16,18.72,9.644999499999999,0.79920006,9.354396000000001,4.176298600000001
1136,12.240528999999999,16.87053,15.020945999999999,64,88,76.416664,1012.6,1018.2,1014.7334,0.9000001,97.021286,12.599999,30.599998,22.14,2.5132127,20.935719,12.248168
1137,10.850529,14.330529,12.773029,68,87,78.166664,1016.6,1022.2,1018.7834,5.1000004,201.85107,8.64,26.28,17.28,4.2624,13.534064,10.256376
