,temp.min,temp.max,temp.mean,hum.min,hum.max,hum.mean,press.min,press.max,press.mean,precipipitation,sunshine,gust.min,gust.max,gust.mean,speed.min,speed.max,speed.mean
372,13.830529,18.280529,16.008028,66,94,81.5,1008.0,1014.3,1011.4084,11.500001,38.023407,5.7599998,39.239998,18.885,3.1968002,13.32,7.4359779999999995
374,11.960529,18.40053,15.020112,63,90,76.166664,1006.4,1015.2,1011.7832599999999,1.5,79.78723000000001,1.08,13.32,7.305,1.3319999999999999,6.911014,4.07869
375,12.170529,17.40053,15.220112,65,94,76.458336,1003.3,1007.0,1005.43353,3.1999998,205.53191999999999,3.2399998,38.16,16.979998000000002,1.7870656000000003,11.651765,7.4160457
376,11.900528999999999,15.010529,13.295529,75,96,84.666664,1002.6,1010.0,1005.3875,23.099998,0.0,3.96,45.719997,26.49,2.4123544999999997,17.0496,9.999711
377,9.540529,14.980529,13.249278,71,86,78.666664,1010.4,1019.1,1014.73755,1.2,296.88833999999997,8.28,42.48,27.195002000000002,4.13564,16.835974,11.09428
383,16.730529999999998,27.40053,21.356361,66,96,83.791664,1012.2,1018.6,1016.0083,1.9,230.14426,3.2399998,28.8,10.305,0.79920006,14.2791395,6.2474302999999995
384,18.05053,21.38053,19.952196,80,97,89.083336,1012.0,1015.7,1013.92505,12.100000999999999,209.29185,0.35999998,25.919998,7.4249997,0.2664,8.172013,3.7835538
385,15.890529,27.250528000000003,21.151360999999998,52,97,78.041664,1008.1,1014.2,1010.929,0.70000005,430.85107,1.08,42.48,9.015,0.2664,12.574532000000001,4.220468
389,15.910529,20.820529999999998,18.003864,58,91,75.75,1014.8,1020.1,1017.5417,3.1000001,555.2327,18.72,60.839996,35.265,6.617238499999999,19.449023999999998,14.317855999999999
390,13.660529,21.030529,17.551776999999998,65,96,79.791664,1019.9,1023.0,1021.5083,0.8,0.0,0.71999997,19.8,10.29,0.79920006,12.554762,5.995418
394,19.240528,29.000528000000003,24.394693,64,92,76.5,1009.1,1013.9,1011.58325,0.2,672.1798,2.52,22.319998000000002,8.025001,0.2664,11.566178,4.9677157
395,13.940529000000002,21.87053,17.225529,81,94,89.208336,1011.8,1021.4,1017.325,9.6,0.0,9.72,31.319998,20.460003,4.976763,15.827838,10.32891
396,13.120529000000001,18.740528,15.695529,89,97,93.5,1016.6,1020.6,1018.1084,13.3,0.0,1.8,18.0,8.594999000000001,2.3976,9.384694,5.176389
397,15.180529,21.37053,18.223446,71,97,84.5,1015.6,1019.4,1017.6792,0.3,348.59573,2.52,17.64,6.33,1.3319999999999999,6.579594,4.0634828
398,15.180529,25.180529,20.66678,58,96,76.416664,1010.5,1016.5,1012.97906,0.5,136.29183999999998,0.71999997,21.599998,8.955,0.2664,10.788378,5.6952133
399,17.55053,27.500528000000003,22.340944,50,85,71.125,1008.3,1011.6,1009.9709,1.2,480.0223,2.16,24.119999,7.11,1.0656,9.247572,4.715578599999999
400,14.400529,22.280529,18.508032,62,92,79.333336,1010.3,1014.1,1012.3084,5.6,291.0638,2.16,33.12,12.855000500000001,0.2664,12.225408999999999,4.272001
401,15.980529,25.010529000000002,20.123860999999998,45,90,72.291664,1010.6,1014.9,1013.08746,0.2,891.4407,0.71999997,16.919998,7.365,0.79920006,8.867559,4.159530999999999
402,16.000528,23.340528,19.495110999999998,55,85,72.875,1007.7,1014.3,1011.40015,3.1999998,710.2421,2.8799999,31.68,23.309998,2.6772869,16.516798,10.671746
404,15.210529000000001,23.71053,19.56178,59,97,74.916664,1013.3,1015.7,1014.48334,0.6,568.6411,1.4399998999999999,14.04,6.72,0.7534930000000001,8.466325,3.9508373999999997
405,15.060529,20.64053,17.935944,52,93,72.75,1014.4,1017.5,1016.1707,0.3,664.82117,8.64,41.399998,27.389996999999997,4.802594,19.492764,12.439708
406,11.290529,19.360529,16.244695999999998,58,88,70.875,1016.5,1020.0,1018.4209599999999,0.1,613.19995,8.64,35.64,22.44,2.3976,17.920225,10.599278
407,14.370529000000001,22.930529,18.773863000000002,53,86,68.375,1005.4,1016.6,1011.2626300000001,0.2,303.1915,3.2399998,59.039997,19.244997,1.1913770000000001,19.851715,8.327425999999999
409,11.740528999999999,15.880529000000001,14.425946,71,85,77.375,1014.4,1024.0,1017.98334,1.7000002,258.17978,25.199999,39.96,31.694998,6.874978,16.252582999999998,11.804977000000001
414,14.250529,18.46053,16.032196,70,95,84.625,1014.2,1018.7,1015.875,9.599999,19.787235,3.6,17.28,9.419999,1.3319999999999999,8.578742,5.0044512999999995
415,12.060528999999999,17.89053,15.037198000000002,65,96,81.625,1018.2,1023.8,1020.2041,1.5999999,266.33795,1.8,21.599998,11.129997999999999,0.2664,11.904831,6.9779696
422,19.090528,22.89053,21.395945,57,87,76.375,1010.2,1012.4,1011.37915,0.90000004,262.76917000000003,1.08,28.08,11.054999,0.84243083,12.317941000000001,5.3314853
423,17.46053,21.64053,19.196363,54,89,74.041664,1012.2,1017.6,1014.6668,0.4,708.53687,6.12,33.48,18.84,2.9784424,16.06372,8.751616499999999
424,11.990528999999999,22.81053,18.221777,50,87,67.666664,1017.8,1020.3,1018.95844,0.1,596.5121,6.12,19.8,12.255,3.4734309000000003,9.914233,6.508555
426,15.900529,29.230529999999998,22.644697,50,85,69.333336,1009.6,1017.2,1013.4583,0.2,704.3425,5.3999996,32.399998,15.195,4.066419000000001,14.842089999999999,8.890777
428,16.95053,23.47053,20.500529999999998,52,89,71.666664,1015.8,1018.0,1016.8542,0.70000005,569.4305400000001,1.08,20.519999,10.889999000000001,0.9605189000000001,9.985559,5.6976322999999995
429,17.000528,25.830528,21.353447,55,86,70.25,1011.3,1016.6,1014.1792,0.3,440.42554,0.71999997,8.64,3.2549999,0.9605189000000001,5.848678,2.348203
430,17.660528,25.500528,20.758446,63,97,83.583336,1008.7,1012.4,1010.5959,4.3999996,241.60992000000002,1.8,23.039998999999998,8.775,1.3319999999999999,11.242583999999999,5.352933999999999
431,15.080529,20.070529999999998,17.546778,64,96,79.791664,1009.4,1020.7,1015.3582,4.3999996,233.32695,2.16,41.399998,20.894999,1.1302395,16.32882,8.622492999999999
440,16.12053,30.990528,23.702196,46,91,68.083336,1008.7,1014.1,1011.27094,0.4,774.6024,4.68,39.6,14.43,4.743117,13.628123,8.528491
441,17.54053,23.96053,21.045527,55,96,72.458336,1015.0,1020.1,1018.16656,4.4,515.8182,3.96,28.8,10.739999000000001,1.3583788,12.875693,5.641625
445,21.940529,31.38053,26.787193,50,77,62.95833199999999,1018.1,1020.7,1019.14575,0.1,775.0341,1.8,16.199999,9.36,0.5328,10.283178,6.084715
448,16.440529,26.670528000000004,20.896362,61,94,79.541664,1010.3,1017.8,1014.20416,3.8,462.1276,2.16,13.32,7.1550006999999995,1.5984001,8.462132,4.379725
449,17.760529000000002,24.350529,20.656363,67,97,88.25,1007.4,1010.4,1009.3916,4.3,0.0,0.71999997,33.48,10.665,0.5956885000000001,13.505192999999998,6.4082349999999995
450,18.56053,24.490528,21.020113000000002,50,97,76.375,1008.9,1012.9,1010.89594,9.1,301.04184,2.52,43.56,21.135,1.5533656,16.835974,9.334676
454,15.300529500000001,27.55053,21.753448000000002,54,88,66.875,1015.2,1019.7,1017.9082,0.8,762.68225,1.08,13.679998999999999,6.18,0.9605189000000001,8.951199,4.9969220000000005
455,15.510529,21.980529999999998,17.643028,74,90,81.875,1017.6,1020.4,1019.0459,1.5000001,0.0,3.6,24.119999,14.009998999999999,2.1312,10.655999999999999,6.3919787
456,11.720528999999999,15.460529000000001,13.596363,70,93,81.625,1019.5,1021.7,1020.6084,1.2,204.25534,7.559999499999999,31.319998,21.99,4.336678,17.397776,10.205267999999998
460,2.7505286,7.5505285,4.5267787,76,97,86.083336,1000.4,1007.8,1004.68756,1.2,104.42022,17.28,84.6,59.744994999999996,10.210455,44.513515000000005,28.012384
467,-2.5194714,1.1105287,-0.754888,62,94,78.833336,1019.9,1027.6,1023.7917,0.1,137.50745,4.32,41.760002,17.219997,2.6237357000000006,15.988439000000001,10.223025
469,-5.999471700000001,3.6005285000000002,-1.8169714,61,88,77.166664,1011.1,1019.7,1015.26245,2.8999999,54.396275,8.64,24.119999,13.469998,9.460013,18.109322,13.747136
470,0.92052865,7.0205283,3.0709455,73,92,84.0,1001.0,1011.8,1006.26245,6.400000599999999,111.82695,11.519999499999999,72.36,23.474998,11.928654,23.721571,16.74111
471,3.5605285,9.890528999999999,7.536362,72,95,79.833336,1000.6,1008.6,1005.6582,14.700001,287.87234,5.3999996,72.72,43.589996,5.9865956,20.54046,12.936648
472,6.9205284,8.980528999999999,7.9984455,72,88,77.458336,1008.2,1012.7,1010.83325,5.8999996,60.356026,35.28,72.0,56.52,8.823432,25.585495,17.874022
473,6.1105285,9.200529,7.2367786999999995,73,87,81.291664,1007.6,1011.7,1009.5042,5.4999995,79.0383,23.759998,58.32,40.364998,3.1067312,21.84155,13.851464000000002
474,4.1905284,7.6605286999999995,5.515112,74,93,85.125,1012.5,1021.0,1015.65845,7.5,84.93529000000001,5.7599998,50.76,34.724995,0.5328,21.32698,12.085019
476,-0.36947134,4.0305285,2.2051122000000003,73,94,84.041664,1011.9,1022.6,1016.87915,4.8999996,0.0,4.32,37.8,20.324999,5.117376999999999,18.228456,12.080483000000001
477,3.6805286,9.0505295,7.074694999999999,74,90,81.875,1012.0,1017.7,1013.82916,0.1,350.37894,4.68,51.839996,25.065,2.1967907,14.861204,8.523408
478,4.720528599999999,9.840529,6.335529,66,96,85.083336,1013.0,1022.0,1018.54584,5.2000003,0.0,2.52,55.079997999999996,17.55,1.6204481000000002,11.724627,5.7002234000000005
481,4.8705287,14.300529500000001,9.695528,57,87,69.791664,1005.7,1011.1,1008.075,2.8,19.522873,4.32,62.639996,19.755,1.3319999999999999,20.309397,8.732755000000001
482,5.7705283,8.910528999999999,7.691361,68,79,74.0,1011.9,1018.9,1016.1667,0.1,488.87482,34.56,56.16,43.8,8.322602,22.68627,14.571167
483,6.5205283,11.560528999999999,8.092613,66,81,72.833336,1008.5,1017.3,1013.09985,5.6,58.085106,35.64,77.76,62.054993,13.439344,33.301064000000004,22.661974
488,0.65052867,7.9605284,4.0188622,73,95,84.666664,1010.2,1014.3,1011.96246,1.8000001,0.0,3.96,59.039997,24.284996,0.2664,18.786392000000003,9.771517
489,2.0905285,6.440528400000001,4.4738617,62,92,80.666664,1015.0,1030.1,1023.6333599999999,0.70000005,216.89362000000003,1.8,24.48,10.35,0.0,10.403253,4.738574
491,5.500528299999999,11.130529,8.127612,73,92,82.166664,1035.1,1038.8,1036.8625,0.1,0.0,3.96,31.319998,20.699999,1.5533656,12.523633,6.874739
497,2.3005285,5.7105284,4.221778400000001,72,88,79.416664,1011.7,1019.7,1016.4707,4.8,0.0,5.04,41.039997,26.714996000000003,0.5956885000000001,13.121383999999999,7.2710614
514,-2.5294714,7.5205283,2.9880285,47,81,65.166664,1007.1,1017.7,1012.01666,0.3,12.609927,0.71999997,44.639996000000004,11.594998,0.2664,13.505192999999998,5.4611683
515,3.2905285,10.160528999999999,6.135528599999999,49,92,74.166664,1010.4,1022.0,1017.0542,1.5999999,440.42199999999997,12.24,43.199996999999996,23.309998,5.433515,15.563325,8.156313
517,10.290529,16.37053,12.797195,59,84,73.5,1016.1,1022.1,1018.3291,2.6999998,0.0,9.0,68.76,54.884994999999996,2.2916594,25.468729999999997,18.174149
518,2.9005284,13.110529000000001,9.167613000000001,32,83,63.5,1019.7,1026.1,1023.0541400000001,0.1,141.88794,1.8,62.27999499999999,39.899998,1.3319999999999999,25.286959,14.725613000000001
519,7.8005285,12.880529,9.975946,65,94,75.875,994.4,1020.9,1009.4626,9.200001,0.0,18.0,63.0,45.059998,5.5434246,22.30772,13.872585
522,3.1705287,9.180529,5.9863625,63,83,72.75,1014.7,1019.4,1018.1541,0.70000005,33.19149,54.719997,81.72,65.88,17.824926,40.524334,28.187315
538,0.49052867,5.700528599999999,3.5138616999999996,39,93,63.91666800000001,1015.8,1019.4,1017.5376,0.2,240.71348999999998,7.2,31.319998,19.304998,3.5039446000000005,14.209388,9.701606
544,-4.2194715,7.4405284,1.4701122,48,93,73.75,1020.6,1026.3,1023.9458,0.1,29.399997999999997,1.8,22.319998000000002,8.504999,0.9605189000000001,15.574719,4.273031700000001
547,10.720528999999999,16.740528,13.913864000000002,70,91,80.75,1006.5,1016.0,1011.6208,8.099999,58.085106,22.68,51.12,33.015,10.252074,21.159945,15.465909
554,15.130529000000001,27.06053,21.506365,33,80,54.66666800000001,1009.4,1017.1,1013.4126,0.1,597.8564,0.35999998,36.719997,9.03,1.6204481000000002,15.194142999999999,5.107023000000001
555,14.430529,22.410528,18.175112,40,80,61.91666800000001,1007.3,1011.4,1009.34186,3.0999997,188.93616,6.12,38.88,20.204998,0.2664,13.893723499999998,7.4402943
559,12.520529,29.070529999999998,22.21303,40,80,60.25,1013.5,1023.6,1017.5790400000001,4.0,817.1492,2.16,46.079997999999996,11.144999499999999,0.37674650000000004,20.69021,5.3096805
560,10.920529,22.410528,16.96803,45,85,62.75,1015.5,1024.6,1019.89166,6.199999299999999,291.90213,1.4399998999999999,25.919998,12.359998,0.5956885000000001,9.62733,6.1958404
566,17.440529,24.740528,21.690948000000002,60,85,73.833336,1011.3,1016.6,1013.55005,6.8,23.349644,7.92,39.6,23.475,3.7862556000000005,15.003784,9.7713375
568,13.700529000000001,23.090528,18.619698,49,83,63.95833199999999,1015.7,1019.9,1018.13324,0.1,620.93604,4.32,30.239997999999996,14.669998000000001,2.6639999999999997,10.555628,6.8446546
570,11.890528999999999,16.46053,14.050529000000001,54,84,69.458336,1019.4,1024.0,1021.65405,1.0,240.94736,19.08,34.2,25.709997,8.365129,15.444308,12.595664
571,10.090529,17.21053,13.624695999999998,45,87,65.333336,1023.8,1026.4,1025.4333,1.2,603.6376,9.72,24.84,16.125002,4.7655080000000005,11.458298,8.737167999999999
573,10.880529,16.15053,13.393445000000002,52,70,61.125,1023.1,1026.6,1024.6542,1.1,91.9149,1.4399998999999999,19.44,10.289999,1.4346079,11.504655999999999,5.762338
575,12.430529,17.930529,15.127194,59,87,72.916664,1019.1,1022.8,1020.87494,6.4,219.15746000000001,4.68,46.079997999999996,25.53,3.7862556000000005,19.476374,10.769455
578,16.610529,27.96053,22.480112,39,84,59.83333199999999,1013.3,1017.0,1015.3084,0.5,624.2759,1.4399998999999999,23.759998,10.065,0.5956885000000001,11.115618,4.5815644
579,17.010529000000002,22.40053,19.316361999999998,36,87,67.666664,1011.9,1015.9,1013.4084,12.099999,0.0,6.4799995,59.399998,33.839996,2.1312,16.825434,9.67319
585,17.04053,25.190529,21.719696,54,90,69.0,1019.0,1022.9,1021.07074,0.3,215.04254,2.8799999,11.519999499999999,6.2999997,1.0656,7.766828,3.607277
593,17.230529999999998,28.55053,23.59178,38,78,54.75,1019.0,1020.6,1019.7998699999999,0.9,2.5531912,2.16,31.68,10.304999,1.1913770000000001,12.664511,5.3805904
594,17.40053,27.340528000000003,22.654694,48,83,64.083336,1017.8,1021.4,1019.3708,1.0,415.07706,3.96,29.16,12.284997,0.5956885000000001,10.420293,5.413462
599,22.31053,33.03053,27.530946999999998,27,55,43.541668,1011.4,1015.1,1013.45844,1.3,809.5169999999999,1.08,10.440000999999999,5.85,1.3319999999999999,7.197732000000001,3.6673013999999995
600,20.840528,27.64053,24.903448,48,81,58.91666800000001,1014.0,1016.2,1015.1584,3.1000001,323.91064,1.8,23.039998999999998,10.485000999999999,0.79920006,10.126704,5.7791879999999995
604,20.420528,31.730529999999998,25.967195999999998,42,86,60.75,1009.0,1014.4,1011.3290400000001,1.7,458.75568,3.2399998,40.32,12.63,1.1302395,19.372244,7.263241000000001
605,17.410528,20.80053,19.512197,58,95,73.833336,1014.3,1022.0,1017.44165,37.399994,70.21667,3.6,36.0,19.694998000000002,0.84243083,14.417629000000002,7.4798789999999995
611,19.030529,29.40053,24.046782,46,93,62.45833199999999,1018.5,1021.1,1020.17084,0.4,377.77698,2.16,21.599998,6.975,1.1913770000000001,8.951199,3.74974
613,21.30053,29.690528999999998,25.804695000000002,48,76,59.20833199999999,1013.3,1016.1,1014.7083,0.3,773.4110000000001,1.4399998999999999,22.68,11.685,2.0806506000000002,15.088683999999999,7.4208355
614,19.070529999999998,27.47053,21.872612,54,93,71.666664,1009.1,1013.5,1011.2167400000001,2.2,215.04254,3.6,39.96,19.589998,1.9394212,16.766275,9.007285000000001
615,16.62053,22.740528,19.56178,58,93,75.666664,1013.2,1020.1,1015.90845,5.7,109.14893000000001,3.6,19.44,10.875,1.5533656,9.802651,6.15757
626,18.54053,24.420528,20.840528,42,89,63.75,1014.5,1022.6,1017.7708,5.8,229.19432,2.52,41.039997,17.189997,0.79920006,18.3816,8.544506
631,16.21053,23.430529,18.862612,56,93,72.125,1012.0,1014.0,1012.9917,23.9,75.47483000000001,2.16,27.0,13.049999,0.79920006,15.894951999999998,6.4632797
634,12.420529,17.750528,14.972195000000001,67,95,79.541664,1013.2,1015.2,1014.37085,2.8999999,0.0,1.4399998999999999,8.64,5.564998999999999,1.4346079,5.651197,3.496453
635,14.160529,20.240528,17.023863000000002,57,92,73.75,1015.2,1020.0,1017.33344,0.9000001,438.5393,3.6,20.519999,9.704999,2.6639999999999997,7.078424000000001,4.8005533
644,2.5005286,5.7105284,4.055529,66,87,76.208336,1023.4,1029.6,1025.8834,1.0000001,465.88745,36.36,75.96,54.12,12.280433,35.124413,24.920763
652,-0.51947135,6.450528599999999,2.8317783,78,96,86.833336,1027.5,1035.2,1030.7456,2.0,0.0,3.96,36.36,14.894999499999999,2.9304,16.518946,7.817862
657,2.2605286,9.460529,5.971361,63,88,74.75,1012.3,1018.8,1014.0542,5.9999995,0.0,4.68,72.36,26.414998999999998,6.080693,19.228842,10.512228
658,5.000528299999999,9.680529,6.5488610000000005,58,94,81.666664,1014.2,1034.1,1024.1625,4.7999997,104.74788000000001,0.35999998,28.44,11.34,1.4346079,14.425013,6.1464047
663,4.250528299999999,8.3005295,5.408028,51,96,82.625,992.9,999.4,995.50415,21.1,0.0,5.04,19.08,10.2,2.9784427000000004,10.935388,7.386124000000001
664,3.3505285000000002,5.4605284,4.3655276,83,95,87.416664,993.5,1008.0,997.9792,13.6,0.0,8.64,45.36,24.135,7.0382050000000005,18.716379999999997,10.9585905
666,-1.6894714,8.260529,3.3555286,44,92,76.541664,1004.2,1010.2,1006.93744,6.4,0.0,0.71999997,66.96,15.809998499999999,1.1302395,12.014610000000001,7.3825192
671,4.9305286,11.860529,8.170112,57,96,74.0,1006.0,1012.1,1008.57916,3.2,278.91967999999997,29.16,61.920002000000004,43.949996999999996,5.1450385999999995,22.593798,12.373158
672,2.6805286,12.040529,7.5467796,57,97,78.0,1010.9,1015.9,1012.5625,0.90000004,0.0,29.16,70.56,40.664997,6.823169,26.169647,11.831722000000001
673,3.7905285,8.750529,6.122195,66,97,85.125,1001.7,1016.9,1009.1624,5.0,14.042551999999999,5.04,31.68,21.809998,2.0806506000000002,18.475948000000002,8.6988
674,2.6105285,8.420529,5.5051120000000004,57,95,75.083336,1001.8,1017.6,1010.5708,2.9,413.19707999999997,7.2,37.8,21.330002,0.7534930000000001,23.996712,10.639136
676,8.920529,14.360529000000001,10.986363,42,78,62.625,1014.9,1020.1,1018.3041400000001,0.1,41.648937,15.119998999999998,40.32,24.569998000000002,5.124306,11.988,8.071978
679,5.3105288,10.580528999999999,7.947612299999999,58,88,78.958336,1016.4,1020.1,1018.8499,0.90000004,176.18298000000001,7.92,33.48,18.345,2.6639999999999997,14.712420999999999,7.1088424
682,0.23052865,7.4605284,3.7996953,61,96,87.625,1012.7,1019.8,1015.9207,7.7,148.26773,3.96,21.96,11.115001,1.1913770000000001,9.061517,5.5996146
683,4.240528599999999,8.910528999999999,6.1851115,56,89,78.208336,1005.3,1012.0,1008.6126,0.70000005,0.0,1.08,28.8,12.509998,0.9605189000000001,17.600554000000002,6.845687400000001
685,4.5805287,10.760529,6.9492784,45,90,65.416664,1003.5,1009.8,1006.2417,4.9999995,0.0,9.0,37.44,26.1,5.7012089999999995,12.988194,8.305833
686,3.5105286,10.5505295,6.802612,41,86,70.833336,1003.3,1006.7,1004.7292,7.400000599999999,150.05886999999998,12.599999,32.760002,20.294998,4.912173,15.923945000000002,9.838506
689,3.5805285000000002,7.1405287,5.1326113,71,89,81.125,997.8,1007.8,1001.70844,0.6,0.0,5.7599998,29.519999,14.444999,1.4346079,17.632782000000002,8.248158
690,3.2805285000000004,7.6205286999999995,4.8971953,62,84,76.041664,1007.9,1013.1,1011.3584,0.1,0.0,10.799999,21.96,16.38,5.0545845,14.181891,11.15923
695,2.8905284,8.970528999999999,5.2734456,37,86,65.166664,1000.1,1016.4,1011.27905,1.3,243.8298,23.759998,63.72,41.865,9.304952,33.924965,21.34092
696,2.1705287,8.080528999999999,5.2134457,53,82,69.833336,996.9,1000.5,999.5249,1.9000001,224.03972000000002,11.519999499999999,49.32,32.82,3.2951862999999997,28.01763,16.606567000000002
699,0.47052866,6.3605285,3.4426117,48,88,65.791664,1000.6,1004.3,1002.9707,0.1,49.43333,0.71999997,17.64,10.11,0.2664,11.125191000000001,4.670358
701,-0.94947135,10.960529,4.1759453,35,95,71.333336,1003.1,1008.7,1005.53345,2.2,114.37731000000001,5.04,38.16,17.94,2.0806506000000002,16.250398999999998,7.140476
702,3.3805285000000005,7.6505284,5.7101120000000005,63,88,74.333336,1006.5,1018.5,1013.10004,1.2,116.16295,1.4399998999999999,19.08,8.850000999999999,0.0,9.8604,4.501698
704,3.7205286,10.830528999999999,6.709278599999999,51,89,69.583336,1009.6,1013.1,1011.4167,1.1,298.6277,2.8799999,26.64,16.140001,0.2664,9.460013,5.8984094
705,1.0805286,8.070528999999999,4.0963616,54,89,75.208336,1000.4,1008.7,1004.3208599999999,0.5,1.2765956,13.32,47.519997,24.929998,4.369284599999999,20.135680999999998,10.911686999999999
707,3.2305286,10.040529,6.6909447,48,75,65.541664,1001.6,1012.1,1006.20825,0.3,27.240427,20.519999,54.0,35.985,4.552245,24.694862,13.758906
708,3.2705286,9.290529,6.0796947,35,82,64.125,997.5,1011.6,1003.5374,0.9,0.0,22.68,47.88,34.365,6.2134624,21.261992000000003,12.155215
710,0.92052865,11.420529,5.8601127,36,84,59.33333199999999,989.9,1002.9,995.5168,1.1,72.76595,3.2399998,32.760002,23.535002,0.37674650000000004,17.462920999999998,10.34499
713,4.1805286,10.720528999999999,7.239279300000001,32,81,62.66666800000001,994.6,1007.4,1002.63745,2.3000002,184.91613999999998,27.72,77.03999,49.815,7.1730385,40.1593,22.202814
714,0.050528657000000005,11.560528999999999,6.6488614,29,86,66.583336,1003.4,1013.0,1009.1166400000001,0.70000005,165.71738,13.32,41.399998,29.519995,6.6600003,21.550426,12.726691
715,6.8005285,11.350529,9.4671955,61,89,72.833336,1001.4,1010.6,1005.8625,11.300001,0.0,13.679998999999999,52.199996999999996,34.395,2.9784424,18.117159,10.028996000000001
716,5.250528299999999,10.5505295,7.5971966,46,77,63.375,1011.3,1014.9,1013.7001300000001,1.0,0.0,2.52,51.48,22.56,1.7057923,15.372917999999999,9.280435
720,4.8205285,11.8005295,8.388864,47,85,68.166664,1011.1,1018.4,1015.12915,0.3,617.4672,5.3999996,26.64,12.285,1.0656,10.685928,4.3465233
721,4.250528299999999,9.480528999999999,7.906363000000001,49,83,65.708336,1010.2,1016.5,1012.6791400000001,3.8000002,116.800354,11.519999499999999,35.28,25.86,4.075136,19.1808,11.802547
722,1.8305286,11.500529,5.9609447,35,81,65.208336,1017.2,1021.5,1018.49585,1.2,305.10638,14.04,27.72,18.914998999999998,3.7862556000000005,14.261733,8.144653
723,5.400528400000001,12.490528999999999,8.290528,45,87,67.041664,1020.1,1025.3,1022.60834,0.1,581.9947,5.3999996,20.16,10.889998,0.5328,8.2066765,4.580218
726,5.1205287,10.330528999999999,8.230528999999999,51,88,65.875,1013.4,1020.6,1016.1584,2.1,130.09149,10.440000999999999,31.68,18.479998000000002,4.9121733,19.18265,10.837959
727,4.760528599999999,11.930529,8.034696,33,90,61.625,1013.3,1023.2,1018.62506,2.8,332.50742,12.24,45.0,21.345,5.1725525999999995,30.719279999999998,10.624825999999999
728,4.0605288,10.560528999999999,6.7805285,45,78,66.0,1000.1,1014.0,1006.27496,1.4,150.79079,9.36,42.839996,27.119996999999998,2.6639999999999997,24.6963,12.543841
732,13.160529,20.37053,16.360526999999998,49,81,65.0,1007.7,1014.0,1010.625,10.5,29.050354,6.4799995,33.839996,20.385,3.5840454,18.273173999999997,9.19085
733,10.600529,21.270529,15.968862,35,73,52.58333199999999,1014.3,1016.8,1015.32916,0.1,690.5005,5.7599998,27.359999,20.94,2.3827540000000003,11.182454,7.361791
738,18.65053,33.37053,26.883032,29,65,41.125,1015.5,1017.9,1016.5957599999999,1.2,839.4166,2.8799999,26.28,11.579999,0.9605189000000001,12.426925,6.777297999999999
743,10.770529,23.47053,17.920113,35,80,53.625,1014.9,1017.5,1016.1834,0.1,373.05532999999997,6.12,30.239997999999996,18.074997,4.057684,18.556438,11.447024
751,14.810529,26.89053,20.531363,39,81,57.16666800000001,1014.7,1019.5,1017.3041400000001,9.2,117.44681499999999,4.68,17.64,10.829998,0.84243083,7.996438,4.4444184
752,16.05053,23.87053,19.333448,45,91,68.958336,1012.0,1017.6,1014.6333599999999,20.099998,475.45705999999996,2.16,24.48,9.645,0.5328,12.636461,4.988999400000001
756,16.340528,29.180528999999996,21.327196,34,83,59.625,1008.6,1016.4,1012.6667,6.5000005,283.3078,5.7599998,38.16,22.065,1.9210378000000001,14.261733,6.972894
757,14.390529,19.820529999999998,17.093863,50,82,67.291664,1008.3,1014.5,1011.27905,12.100000999999999,140.42553999999998,20.16,46.8,29.265,3.7391023999999997,19.449022,13.527664000000001
758,12.830528999999999,19.70053,15.728444,40,84,62.79166800000001,1015.0,1018.3,1016.9292,0.6,500.9968,3.96,34.2,17.984999,1.0656,13.3625555,9.857242
760,13.590529,22.000528,17.663029,51,76,64.416664,1016.0,1023.0,1019.3251300000001,1.2,324.69043,3.2399998,14.04,8.625,1.8837326,9.232211,4.817198
762,16.89053,31.480529999999998,23.130945,31,84,52.66666800000001,1005.9,1019.8,1012.6833,16.5,214.19432,14.4,39.96,21.585,5.3545737,17.898432,10.171581
763,17.38053,25.330528,21.233864,40,80,62.41666800000001,1010.0,1012.8,1011.5916,0.4,383.29787999999996,16.56,30.960001000000002,23.340002,2.8692157000000003,17.299599,9.712821
764,17.490528,31.440528999999998,24.32678,29,76,54.875,1007.5,1012.9,1010.4333,1.3,334.10834,5.04,31.68,18.555,6.2191706,13.762854999999998,9.212448
765,17.030529,24.170528,19.712194,51,94,74.625,1011.7,1015.5,1014.17505,2.1000001,211.91488999999999,7.92,29.519999,15.795001000000001,1.3319999999999999,14.141801000000001,5.996754
766,13.390529,16.850529,14.951363,72,89,80.916664,1009.9,1013.6,1011.6707,22.000002,0.0,7.92,33.48,23.64,7.168091,19.729794000000002,14.698185
767,12.140528999999999,17.20053,13.663029000000002,59,86,78.291664,1010.8,1013.9,1012.5002,10.1,16.595743,25.56,33.12,28.859999,12.886714,19.492764,16.62521
768,11.970528999999999,17.830528,14.467611999999999,73,89,79.916664,1006.7,1013.0,1009.6875,3.5,8.297872,13.679998999999999,33.12,22.184998,7.501892,18.897507,13.325617999999999
769,16.06053,19.940529,17.896778,70,92,81.416664,1011.3,1014.8,1012.8083,3.4999998,153.82979,7.559999499999999,23.759998,17.49,6.3322554,14.505962,10.898808
770,15.780529000000001,20.340528,17.998865,65,92,78.75,1013.2,1014.8,1013.83746,1.8000001,86.872345,7.2,21.96,11.235002,3.207881,9.266738,6.3557415
