,temp.min,temp.max,temp.mean,hum.min,hum.max,hum.mean,press.min,press.max,press.mean,precipipitation,snowfall,sunshine,gust.min,gust.max,gust.mean,speed.min,speed.max,speed.mean,label
1018,7.9805284,15.560529,11.650528999999999,66,89,80.208336,1026.3,1028.5,1027.6084,5.2,0.0,75.58525,8.64,29.88,22.275002,3.1968002,15.416712,8.367736,4
1019,8.360529,15.100529000000002,11.387196000000001,74,92,82.083336,1024.4,1028.5,1026.6752,0.0,0.0,463.69427,3.96,25.199999,13.89,3.700947,8.102238999999999,5.703526999999999,1
1020,8.010529,13.260529,9.951778,65,88,78.708336,1024.7,1026.4,1025.3375,0.0,0.0,194.07796000000002,3.2399998,21.599998,11.024999000000001,2.9424841,9.293503999999999,5.938602400000001,1
1021,6.6905284,13.130529000000001,9.490946000000001,69,83,74.291664,1022.5,1026.3,1024.125,0.0,0.0,503.4647,2.52,13.32,6.345,2.6237357000000006,8.360887,5.4790616,1
1022,5.100528700000001,12.450529,8.768863,65,87,73.166664,1021.1,1024.4,1022.58746,0.0,0.0,364.68585,2.8799999,15.84,7.845,1.5069860000000002,6.972354400000001,4.9436493,1
1023,6.7105284,13.180529,10.210113,61,87,73.875,1024.2,1031.8,1027.2626,0.2,0.0,222.48334,5.04,38.519997,26.234995,3.9603205000000004,14.368323,8.081486,3
1024,5.490528599999999,12.290529,8.470528999999999,66,87,77.041664,1028.4,1032.3,1030.5958,0.0,0.0,475.96146,9.36,25.56,18.359999,1.6848617,7.5207877000000005,5.650047,1
1025,6.9005284,13.340529,9.600946,68,91,79.5,1028.9,1030.9,1029.9877,0.0,0.0,106.6,9.36,30.599998,18.959997,2.1312,8.935328,5.3444486,1
1026,5.5605288,14.000529,9.815946,51,93,75.791664,1025.9,1030.1,1027.8417,0.0,0.0,446.36594,4.32,30.960001000000002,17.699999,5.466071,13.947254999999998,8.328605,1
1027,6.8505287,12.410528999999999,9.616363,74,90,81.125,1029.1,1034.4,1032.4252,0.0,0.0,459.35394,3.6,24.84,15.840003,3.7296,8.11974,5.833111,1
1028,4.7805285,12.100529,8.255113,68,82,74.083336,1030.8,1034.8,1032.9708,0.0,0.0,502.78992,2.52,20.519999,9.194999000000001,3.7862556000000005,6.849122500000001,5.0837092,1
1029,4.5305285,11.680529,7.5176110000000005,60,82,68.875,1031.0,1033.3,1032.1667,0.0,0.0,388.26254,2.8799999,13.32,7.605,3.118132,6.849122500000001,5.2308582999999995,1
1030,1.1305287,11.150528999999999,5.8242793,35,82,60.83333199999999,1025.5,1032.2,1028.7124,0.0,0.0,499.67526,3.96,18.0,11.490001,4.369284599999999,13.226431,8.389292,1
1031,3.0705285,9.890528999999999,6.902612700000001,36,83,58.25,1025.9,1029.7,1027.7833,0.0,0.0,221.62305,2.52,14.759998999999999,8.115001,0.7534930000000001,7.1730394,3.772215,1
1032,2.6705287,10.090529,6.997196000000001,64,96,84.875,1024.0,1030.2,1026.9958,0.0,0.0,468.58334,2.52,19.08,12.509998,0.5956885000000001,13.939619,6.694077,1
1033,1.5605286,11.290529,6.9396960000000005,69,96,83.541664,1023.3,1026.8,1024.8126,0.4,0.0,0.0,3.2399998,22.68,13.86,0.9605189000000001,15.184799,6.2530694,6
1034,5.5805287,8.600529,6.882194999999999,75,97,84.875,1019.2,1029.6,1025.8375,0.0,0.0,249.76596,3.96,22.68,14.79,3.4631998999999998,14.661684,8.848144,1
1035,3.8405285000000005,8.150528999999999,5.760528599999999,75,94,86.708336,1013.6,1018.2,1015.2583,8.1,0.0,0.0,11.519999499999999,26.28,19.095001,4.720619999999999,16.632407999999998,10.788353,4
1036,4.220528599999999,9.710529,6.6984449999999995,56,84,71.875,998.9,1014.4,1009.4917,0.3,0.0,110.89929,13.679998999999999,34.92,24.659998,4.144211299999999,14.346079000000001,10.986155499999999,6
1037,4.400528400000001,8.430529,6.632194500000001,67,84,76.5,993.7,997.8,995.54156,2.8999999,0.0,243.82979,24.119999,47.88,34.814995,9.53846,22.205682999999997,16.863905,3
1038,2.8805285,8.750529,5.824278,65,95,78.333336,994.4,999.6,996.86676,5.3999996,0.0,264.07394,8.64,33.839996,24.495,5.117376999999999,18.056341,10.589253,6
1039,2.3505285,8.890528999999999,5.610945,61,87,77.416664,999.3,1003.6,1000.6542400000001,0.8,0.0,209.44858,14.04,27.0,20.669998,3.700947,13.478893,8.767041,6
1040,1.9605286,9.890528999999999,5.2951120000000005,74,90,83.875,994.0,1005.6,1001.44165,7.6,0.0,0.0,11.159999000000001,50.76,29.264996999999997,5.2878885,25.686543,13.036828,6
1041,4.100528700000001,10.990528999999999,6.9488616,57,93,82.416664,1003.8,1010.6,1007.32916,2.3,0.0,40.851063,2.52,34.2,22.56,1.5069860000000002,17.681013,10.14461,6
1042,6.8505287,12.180529,8.532612,74,97,88.541664,1001.7,1006.7,1003.7915,9.5,0.0,0.0,7.2,25.199999,14.895,1.0656,11.15386,4.9931220000000005,4
1043,5.920528400000001,9.870529,8.159279,61,93,77.0,995.3,1001.5,999.1751,0.8,0.0,45.766666,15.119998999999998,55.079997999999996,33.659996,4.8247089999999995,24.883812,13.174407,3
1044,4.990528599999999,9.480528999999999,7.028028,65,95,80.291664,991.7,999.3,994.45416,12.799999,0.0,136.81915,8.28,53.28,33.615,2.9304,26.070477,15.587420999999999,6
1045,4.0605288,7.4305286,5.5963616,71,82,76.375,995.9,1008.7,1001.4917,1.0,0.0,438.1431,38.519997,65.520004,48.99001,18.04061,35.665775,25.71216,7
1046,1.6905286,4.6105285,3.0826118,74,83,78.416664,1009.6,1021.7,1016.81244,0.4,0.28,123.37465,19.8,63.0,44.955,9.112282,36.52401,25.693626000000002,8
1047,-1.6494713,5.010528599999999,1.2380285,54,93,82.25,1007.9,1020.6,1012.7751,2.6,0.63,32.933296,10.08,46.8,24.645001999999998,5.2542295,24.314018,12.438728,8
1048,-0.029471342,4.020529,1.6459453999999998,62,92,79.958336,1011.1,1015.7,1013.17084,0.3,0.21000001,7.659573599999999,42.12,62.639996,50.939987,25.01608,39.22237,29.989440000000002,8
1049,-0.8094713000000001,3.3105285,1.233862,62,93,82.166664,1016.1,1025.5,1022.27075,1.0,0.7,178.72339,13.32,40.68,25.364998,9.266738,27.502495,16.042382999999997,8
1050,-2.5694714,2.0905285,-0.16822135,52,95,75.666664,1023.4,1027.5,1025.5667,1.4,0.97999996,430.20987,7.2,41.399998,28.32,3.8142671999999997,26.978835999999998,16.990728,8
1051,-4.8894715,1.8205286,-1.6853044999999998,50,84,69.708336,1014.2,1027.2,1020.1709,0.0,0.0,104.28085,10.440000999999999,29.88,21.734999,9.174375999999999,23.201284,12.867942,2
1052,-0.18947133,5.9605284,2.4792786,68,93,82.791664,1013.1,1015.6,1014.4873699999999,1.4000001,0.98,0.0,7.2,23.039998999999998,15.734998000000001,0.0,12.523634,6.9075265,8
1053,0.68052864,3.9505286,2.6509454,74,96,85.833336,1015.4,1022.8,1018.37494,0.1,0.0,261.51062,2.8799999,16.56,10.575,0.37674650000000004,11.967262,5.17699,6
1054,-1.1094713,4.470528599999999,0.9438620000000001,57,96,79.5,1022.5,1027.9,1025.125,0.0,0.0,434.55,2.52,14.759998999999999,8.504999,0.0,8.014169,3.662756,1
1055,-1.8594713,5.850528700000001,1.6584453999999997,56,87,76.958336,1027.5,1030.0,1028.7583,0.0,0.0,465.43155,4.32,19.8,12.659999000000001,2.9784427000000004,10.248613,6.665478,1
1056,2.7105286,9.160528999999999,6.5113626,74,96,84.75,1028.6,1037.9,1033.8585,4.0,0.0,416.45282000000003,2.52,33.48,17.369997,3.767465,15.726628,9.458032000000001,4
1057,0.39052868,10.350529,5.1388620000000005,65,98,78.041664,1033.4,1038.1,1035.4083,0.0,0.0,160.21277,4.32,15.480000500000001,9.209999,1.3319999999999999,11.029089,5.4313226,1
1058,4.5905285000000005,12.210529,8.188862,40,72,59.16666800000001,1028.9,1033.5,1030.5292,0.0,0.0,556.8333,1.8,18.359999,4.7549996,2.4123544999999997,6.7394466,4.0496163,1
1059,6.0605288,12.720528999999999,9.038029,42,88,69.375,1027.9,1032.3,1030.05,0.0,0.0,557.1436,2.16,20.519999,13.815,0.9605189000000001,7.0331616,4.337604499999999,1
1060,5.8205285,14.000529,10.175946000000001,60,84,77.125,1021.9,1028.7,1025.9917,0.0,0.0,36.303191999999996,13.32,25.919998,20.94,0.5956885000000001,6.823169,4.7547717,2
1061,9.080528999999999,13.230529,10.941363,54,97,76.125,1021.5,1027.9,1025.4833,2.7,0.0,0.0,1.8,35.28,23.519997,0.9605189000000001,16.953592,7.196134599999999,4
1062,6.9805284,10.430529,8.390112,76,97,85.625,1028.3,1033.9,1031.5042,1.2,0.0,425.44882,9.0,23.4,17.565,3.767465,11.712514,6.4828529999999995,4
